Vernier Format 2
Untitled.cmbl 10/31/2024 11:42:48 .
Latest
Time	Position	Velocity 1	Acceleration 1	Angle 2	Velocity 2	Acceleration 2
t	x	v 1	acc 1	Angle 2	v 2	acc 2
s	m	m/s	m/s²	rad	rad/s	rad/s²

0.05	0.913066	0.464955555556	-1.40065743827	-0.0523598775598	-1.0471975512	0.606555783255
0.1	0.938105	0.407264861111	-1.76256478395	-0.10471975512	-1.03265314076	1.21957574892
0.15	0.957999	0.312758833333	-2.27328013889	-0.157079632679	-0.98320214529	2.32225753251
0.2	0.971376	0.180170277778	-2.77072541667	-0.209439510239	-0.824183257886	3.79285903188
0.25	0.9766925	0.0224855555556	-3.02021557099	-0.244346095279	-0.562383870087	4.65798211173
0.3	0.9736055	-0.135580277778	-2.94337404321	-0.261799387799	-0.339369576777	5.13040610987
0.35	0.9626295	-0.281355277778	-2.61283425926	-0.279252680319	-0.0872664625997	6.0009160084
0.4	0.944622	-0.405025833333	-2.06969799383	-0.279252680319	0.300584482288	6.01707646444
0.45	0.9207835	-0.495158611111	-1.35622623457	-0.244346095279	0.601168964576	4.47644632224
0.5	0.893515	-0.544988888889	-0.533502623457	-0.209439510239	0.727220521664	3.14051528985
0.55	0.8645315	-0.550515	0.33527191358	-0.174532925199	0.872664625997	2.45638931762
0.6	0.836577	-0.509640833333	1.16307700617	-0.12217304764	0.998716183086	1.36825194446
0.65	0.8120525	-0.4296075	1.88263595679	-0.0698131700798	1.02780500395	-0.0754154615059
0.7	0.79233	-0.316322222222	2.46637114198	-0.0174532925199	0.998716183086	-1.74532925199
0.75	0.779296	-0.1757875	2.8639441358	0.0349065850399	0.853272078753	-3.4098562238
0.8	0.774151	-0.0202941666667	3.02475185185	0.0698131700798	0.649650332687	-4.81042908034
0.85	0.777238	0.136533055556	2.93820787037	0.10471975512	0.349065850399	-5.67770688766
0.9	0.788214	0.282784444444	2.6154279321	0.10471975512	0.0387850944888	-5.6938673437
0.95	0.806393	0.406740833333	2.07557345679	0.10471975512	-0.213318019688	-5.66154643162
1	0.8302315	0.497159444444	1.3633191358	0.0872664625997	-0.523598775598	-5.4891682339
1.05	0.8576715	0.547751944444	0.533661419753	0.0523598775598	-0.814486984264	-4.29868130584
1.1	0.8868265	0.552706388889	-0.347658024691	0	-0.989019909463	-2.40252113083
1.15	0.914781	0.511641666667	-1.1962125	-0.0523598775598	-1.03750127757	-0.700286428269
1.2	0.9396485	0.42875	-1.9380029321	-0.10471975512	-1.03750127757	0.657191878837
1.25	0.959028	0.311177222222	-2.51311018519	-0.157079632679	-0.989019909463	2.21936929575
1.3	0.971719	0.169308611111	-2.88157052469	-0.209439510239	-0.824183257886	3.82464126209
1.35	0.976521	0.01372	-3.01617685185	-0.244346095279	-0.562383870087	4.67037179469
1.4	0.973091	-0.142154444444	-2.90634274691	-0.261799387799	-0.339369576777	5.13363820108
1.45	0.961772	-0.285356944444	-2.57758148148	-0.279252680319	-0.0872664625997	6.0009160084
1.5	0.9437645	-0.407598333333	-2.05043070988	-0.279252680319	0.300584482288	6.01707646444
1.55	0.9197545	-0.497826388889	-1.34294027778	-0.244346095279	0.601168964576	4.47644632224
1.6	0.8923145	-0.546703888889	-0.516405555556	-0.209439510239	0.727220521664	3.14051528985
1.65	0.863331	-0.551181944444	0.354697993827	-0.174532925199	0.872664625997	2.45638931762
1.7	0.8353765	-0.510021944444	1.19568317901	-0.12217304764	0.998716183086	1.36825194446
1.75	0.8106805	-0.427416111111	1.93440354938	-0.0698131700798	1.02780500395	-0.0754154615059
1.8	0.791301	-0.310510277778	2.51845632716	-0.0174532925199	0.998716183086	-1.74532925199
1.85	0.77861	-0.16807	2.90591929012	0.0349065850399	0.853272078753	-3.4098562238
1.9	0.773808	-0.00971833333333	3.04269583333	0.0698131700798	0.649650332687	-4.80504226166
1.95	0.7777525	0.147013611111	2.91512947531	0.10471975512	0.349065850399	-5.64538597559
2	0.7890715	0.290216111111	2.56614814815	0.10471975512	0.0387850944888	-5.54842323936
2.05	0.8075935	0.411504722222	2.01692469136	0.10471975512	-0.203621746066	-5.37065822296
2.1	0.8316035	0.498588611111	1.3034	0.0872664625997	-0.494509954732	-5.14979865712
2.15	0.8590435	0.545655833333	0.489939506173	0.0523598775598	-0.727220521664	-4.62189042658
2.2	0.8878555	0.549466944444	-0.368777932099	0.0174532925199	-0.989019909463	-3.38292213041
2.25	0.91581	0.508021111111	-1.2049462963	-0.0523598775598	-1.12476774017	-1.02349554901
2.3	0.9403345	0.424653055556	-1.93821466049	-0.10471975512	-1.06659009844	0.996561455614
2.35	0.9595425	0.308223611111	-2.51919737654	-0.157079632679	-0.998716183086	2.51025750441
2.4	0.9722335	0.165306944444	-2.90607808642	-0.209439510239	-0.824183257886	3.97008536642
2.45	0.9766925	0.00752694444444	-3.04460138889	-0.244346095279	-0.562383870087	4.70269270676
2.5	0.9729195	-0.149490833333	-2.92624521605	-0.261799387799	-0.339369576777	5.13902501976
2.55	0.9612575	-0.294217777778	-2.57387623457	-0.279252680319	-0.0872664625997	6.0009160084
2.6	0.942564	-0.415125277778	-2.01353703704	-0.279252680319	0.300584482288	6.01707646444
2.65	0.9183825	-0.502018611111	-1.29000817901	-0.244346095279	0.601168964576	4.47644632224
2.7	0.890771	-0.548323611111	-0.461038580247	-0.209439510239	0.727220521664	3.14051528985
2.75	0.8617875	-0.550133888889	0.411652932099	-0.174532925199	0.872664625997	2.45638931762
2.8	0.833833	-0.504972222222	1.23564691358	-0.12217304764	0.998716183086	1.36825194446
