Time,Position,Velocity1,Acceleration1,Angle2,Velocity2,Acceleration2
0.05,0.813939,-0.0987077777778,0.82875787037,-0.10471975512,0.116355283466,15.9428285624
0.1,0.807765,-0.0623593055556,0.961432175926,-0.12217304764,0.814486984264,18.309258008
0.15,0.805364,-0.0094325,1.11609976852,-0.0698131700798,1.83841347877,20.5625642615
0.2,0.806393,0.0522122222222,1.21333603395,0.0523598775598,3.0155410965,20.2091889561
0.25,0.8106805,0.116905833333,1.20798989198,0.244346095279,4.02395355321,16.6517339005
0.3,0.8182265,0.177121388889,1.09871157407,0.471238898038,4.68330015952,12.5480554309
0.35,0.828688,0.22981,0.910590895062,0.715584993318,5.21659520874,9.25455449051
0.4,0.841722,0.2701125,0.667791358025,0.994837673637,5.64323124812,5.3598845856
0.45,0.856128,0.29841,0.37989367284,1.29154364648,5.80806789969,0.517134593183
0.5,0.872249,0.309843333333,0.0559492283951,1.58824961931,5.6820163426,-4.12630310811
0.55,0.8878555,0.303364444444,-0.256508950617,1.86750229963,5.35234303945,-7.97787846359
0.6,0.903119,0.282689166667,-0.536466820988,2.12930168743,4.85783308472,-11.3177060446
0.65,0.9166675,0.248198611111,-0.778048919753,2.35619449019,4.24696784652,-15.018450477
0.7,0.9283295,0.203418055556,-0.980672993827,2.56563400043,3.38399949414,-19.1285931291
0.75,0.937419,0.148538055556,-1.14163950617,2.70526034059,2.27862430121,-22.2206270509
0.8,0.9434215,0.0872744444444,-1.25157947531,2.79252680319,1.1344640138,-24.617761363
0.85,0.946337,0.0213422222222,-1.30609953704,2.82743338823,-0.193925472444,-26.4869874446
0.9,0.945651,-0.0464002777778,-1.28572067901,2.77507351067,-1.57079632679,-27.0148956752
0.95,0.941535,-0.110426944444,-1.18880200617,2.67035375555,-2.94766718115,-26.212259692
1,0.934332,-0.167593611111,-1.03392268519,2.47836753783,-4.26636039376,-23.594265814
1.05,0.924385,-0.2152325,-0.841514506173,2.23402144255,-5.36203931307,-19.4518022499
1.1,0.91238,-0.252105,-0.633914814815,1.93731546971,-6.28318530718,-13.6017171645
1.15,0.8988315,-0.279354444444,-0.408688734568,1.58824961931,-6.79708780916,-6.15713375009
1.2,0.883911,-0.293741388889,-0.165465740741,1.23918376892,-6.88435427176,1.34670466975
1.25,0.8689905,-0.295932777778,0.0833680555556,0.890117918517,-6.66133997845,9.03369492467
1.3,0.8538985,-0.286405,0.349828240741,0.558505360638,-6.04077846662,17.5502552562
1.35,0.839664,-0.260965833333,0.61353595679,0.261799387799,-4.88692190558,25.2426323298
1.4,0.827316,-0.223235833333,0.84336712963,0.0523598775598,-3.34521439966,29.3850958939
1.45,0.817026,-0.175882777778,1.05197253086,-0.0698131700798,-1.79381062011,30.139250509
1.5,0.8093085,-0.118049166667,1.2435337963,-0.12217304764,-0.31028075591,29.7136918333
1.55,0.804678,-0.0486869444444,1.36496003086,-0.10471975512,1.20233792915,28.2323166966
1.6,0.804335,0.0236288888889,1.37284691358,0,2.62769015161,24.450769984
1.65,0.8072505,0.0920383333333,1.29614830247,0.174532925199,3.7136727973,19.2848108708
1.7,0.8137675,0.154826388889,1.17106975309,0.383972435439,4.50876723432,14.6952413563
1.75,0.8230285,0.2100875,1.01338503086,0.628318530718,5.15841756701,10.5258436988
1.8,0.8350335,0.257916944444,0.808802469136,0.907571211037,5.60444615363,5.76389598652
1.85,0.849268,0.293931944444,0.536202160494,1.20427718388,5.72080143709,1.26051557088
1.9,0.865046,0.314226111111,0.206329320988,1.4835298642,5.69171261623,-2.54796523516
1.95,0.88151,0.315083611111,-0.134659259259,1.78023583703,5.47839459654,-6.42647468404
2,0.897288,0.298219444444,-0.427850154321,2.04203522483,5.03236600992,-9.98716183086
2.05,0.911694,0.270207777778,-0.675678240741,2.28638132011,4.46998213983,-13.4401126041
2.1,0.924728,0.230762777778,-0.910749691358,2.49582083035,3.72336907092,-17.4425188826
2.15,0.935361,0.178074166667,-1.11374429012,2.67035375555,2.72465288784,-21.3748965183
2.2,0.942907,0.116143611111,-1.2474507716,2.77507351067,1.54170750593,-24.4022886158
2.25,0.947023,0.0511641666667,-1.32303780864,2.82743338823,0.261799387799,-26.6593656423
2.3,0.9482235,-0.0178169444444,-1.34521635802,2.80998009571,-1.18294538191,-27.5158698123
2.35,0.945308,-0.0872744444444,-1.27815138889,2.70526034059,-2.56951250988,-26.5947238182
2.4,0.939134,-0.149014444444,-1.13311743827,2.54818070791,-3.85911690163,-24.7955263794
2.45,0.9300445,-0.201893611111,-0.948331481481,2.32128790515,-5.11963247252,-21.2025183205
2.5,0.918554,-0.244578055556,-0.74046712963,2.02458193231,-6.09895610836,-15.1477341253
2.55,0.905177,-0.276591388889,-0.516458487654,1.69296937443,-6.67103625207,-8.0532939251
2.6,0.890428,-0.296790277778,-0.279587345679,1.34390352404,-6.88435427176,-0.953466906182
2.65,0.874993,-0.304507777778,-0.0391697530864,0.994837673637,-6.79708780916,6.80893881025
2.7,0.859558,-0.300887222222,0.211040277778,0.645771823238,-6.25409648631,15.3416595978
2.75,0.844466,-0.284975833333,0.492321450617,0.349065850399,-5.23598775598,23.0448103087
2.8,0.830403,-0.253057777778,0.795357716049,0.10471975512,-3.82033180714,27.9845230374
2.85,0.818398,-0.203703888889,1.06165910494,-0.0349065850399,-2.29801684846,29.7998809322
2.9,0.8096515,-0.143488333333,1.25332623457,-0.12217304764,-0.804790710642,30.1985055144
2.95,0.8038205,-0.0765080555556,1.38660925926,-0.12217304764,0.785398163397,28.8518008447
