Time,Position,Velocity1,Acceleration1,Angle2,Velocity2,Acceleration2
3,0.801591,-0.00142916666667,1.43551851852,-0.0349065850399,2.18166156499,25.2911136979
3.05,0.8038205,0.0713630555556,1.38676805556,0.10471975512,3.3646069469,20.5291659856
3.1,0.8089655,0.139105555556,1.28106265432,0.314159265359,4.24696784652,15.4332355153
3.15,0.8178835,0.201607777778,1.11649675926,0.541052068118,4.85783308472,11.226130127
3.2,0.8295455,0.253534166667,0.888253549383,0.802851455917,5.34264676583,7.55231978795
3.25,0.84378,0.292312222222,0.61226558642,1.08210413624,5.64323124812,3.49065850399
3.3,0.8593865,0.31556,0.310076234568,1.37881010908,5.69171261623,-0.565615961294
3.35,0.8758505,0.324516111111,-0.0159854938272,1.65806278939,5.55596478552,-4.19633175094
3.4,0.8926575,0.314226111111,-0.343899845679,1.93731546971,5.29416539772,-8.19335121075
3.45,0.907921,0.287834166667,-0.626980709877,2.19911485751,4.77056662212,-12.7021184451
3.5,0.9218125,0.250199444444,-0.875867438272,2.42600766027,3.98516845872,-16.5159860698
3.55,0.9334745,0.199511666667,-1.09431820988,2.60054058547,3.08341501186,-19.6241804476
3.6,0.942221,0.138248055556,-1.25120895062,2.74016692563,2.02652118704,-22.5923175397
3.65,0.9475375,0.0707913888889,-1.32727237654,2.80998009571,0.814486984264,-25.1833773243
3.7,0.9492525,0.00314416666667,-1.34034660494,2.82743338823,-0.53329504922,-26.815583384
3.75,0.9478805,-0.0646936111111,-1.30641712963,2.75762021815,-1.91986217719,-27.1280188674
3.8,0.9427355,-0.13034,-1.2047875,2.63544717051,-3.29673303154,-26.0560419503
3.85,0.9345035,-0.187983055556,-1.03842191358,2.42600766027,-4.60572997054,-23.0771312208
3.9,0.9235275,-0.235621944444,-0.83262191358,2.16420827247,-5.67232006898,-18.3636648767
3.95,0.9104935,-0.271922777778,-0.603584722222,1.85004900711,-6.49650332687,-12.1472761211
4,0.895916,-0.296790277778,-0.353798148148,1.50098315672,-6.96192446073,-4.25558675641
4.05,0.8803095,-0.308604722222,-0.0800862654321,1.1344640138,-6.96192446073,4.49260677828
4.1,0.86436,-0.3044125,0.18865,0.785398163397,-6.48680705325,12.7505998132
4.15,0.8494395,-0.288310555556,0.434784259259,0.471238898038,-5.63353497449,19.81810592
4.2,0.835205,-0.262013888889,0.69584537037,0.209439510239,-4.45058959259,25.4796523516
4.25,0.822514,-0.219329444444,0.960982253086,0.0174532925199,-3.03493364375,29.5951818224
4.3,0.8127385,-0.163591944444,1.17816265432,-0.10471975512,-1.3962634016,31.3243506184
4.35,0.8058785,-0.0993747222222,1.33955262346,-0.12217304764,0.242406840555,29.8645227563
4.4,0.8024485,-0.0272494444444,1.4322367284,-0.0698131700798,1.66775906302,26.4708269886
4.45,0.802963,0.0484963888889,1.4193212963,0.0523598775598,2.89918581304,22.4468734354
4.5,0.8075935,0.118620833333,1.31361589506,0.226892802759,3.92699081699,18.0135216626
4.55,0.8151395,0.181218333333,1.16043040123,0.453785605519,4.73178152763,13.1115166647
4.6,0.825944,0.236574722222,0.95695941358,0.715584993318,5.20689893512,8.75358035337
4.65,0.839321,0.279163888889,0.702408950617,0.977384381117,5.55596478552,5.25214821202
4.7,0.854413,0.307937777778,0.417422530864,1.27409035396,5.77897907883,1.04504282373
4.75,0.8707055,0.3215625,0.113062962963,1.57079632679,5.6820163426,-3.50143214135
4.8,0.8871695,0.319656944444,-0.201671296296,1.85004900711,5.38143186032,-7.3099129474
4.85,0.9032905,0.301744722222,-0.519793209877,2.11184839491,4.95479582094,-11.1291673908
4.9,0.9180395,0.266873055556,-0.814572067901,2.35619449019,4.28575294101,-15.1477341253
4.95,0.930559,0.217709722222,-1.0503845679,2.54818070791,3.42278458863,-18.8161576457
5,0.940163,0.158923333333,-1.21648549383,2.70526034059,2.38528331106,-22.0805697652
5.05,0.94668,0.0938486111111,-1.32055,2.79252680319,1.19264165553,-24.8009131981
5.1,0.949767,0.0242005555556,-1.35659675926,2.82743338823,-0.0969627362219,-27.1334056861
5.15,0.949081,-0.0451616666667,-1.31679182099,2.79252680319,-1.57079632679,-28.1138066857
5.2,0.944965,-0.108997777778,-1.2306712963,2.67035375555,-3.03493364375,-26.4223456205
5.25,0.938105,-0.169308611111,-1.10760416667,2.47836753783,-4.28575294101,-22.9693948472
5.3,0.927815,-0.223045277778,-0.916889814815,2.23402144255,-5.34264676583,-18.8161576457
5.35,0.915124,-0.262299722222,-0.692457716049,1.93731546971,-6.19591884458,-13.7471612688
5.4,0.9012325,-0.291645277778,-0.466172993827,1.60570291183,-6.79708780916,-6.95976973326
5.45,0.885626,-0.310700833333,-0.20108904321,1.23918376892,-6.96192446073,1.31977057635
5.5,0.869505,-0.313845,0.103588117284,0.890117918517,-6.66133997845,9.71243407823
5.55,0.8535555,-0.300410833333,0.410223765432,0.558505360638,-5.96320827765,17.5179343441
5.6,0.8388065,-0.270874722222,0.679436419753,0.279252680319,-4.88692190558,24.4076754345
5.65,0.8261155,-0.230762777778,0.909055864198,0.0523598775598,-3.43248086226,29.0942076853
5.7,0.815311,-0.179789166667,1.12110185185,-0.0698131700798,-1.82289944097,30.4893937231
5.75,0.8075935,-0.116715277778,1.2860912037,-0.12217304764,-0.319977029532,30.0369009541
5.8,0.8034775,-0.0484011111111,1.38735030864,-0.10471975512,1.20233792915,28.5178180866
5.85,0.80262,0.0237241666667,1.43546558642,0,2.63738642524,24.7416581926
5.9,0.805707,0.0981361111111,1.40444737654,0.174532925199,3.74276161817,19.4787363432
5.95,0.812567,0.168736944444,1.26835895062,0.383972435439,4.5863374233,14.0488231148
6,0.8230285,0.228857222222,1.04080385802,0.645771823238,5.12932874614,9.06062901807
6.05,0.8360625,0.2744,0.766139197531,0.907571211037,5.4202169548,5.47300777786
6.1,0.850983,0.3061275,0.46860787037,1.18682389136,5.66262379536,2.24091657046
6.15,0.8672755,0.322229444444,0.151915123457,1.4835298642,5.6820163426,-1.60527196634
6.2,0.883911,0.321276666667,-0.16250154321,1.76278254451,5.5074834174,-5.60767824483
6.25,0.900032,0.304507777778,-0.44891712963,2.04203522483,5.12932874614,-9.77707590238
6.3,0.914781,0.275638611111,-0.715271450617,2.28638132011,4.50876723432,-13.6232644392
6.35,0.928158,0.232858888889,-0.968181018519,2.49582083035,3.76215416541,-17.3886506958
6.4,0.9386195,0.176930833333,-1.17451033951,2.67035375555,2.81191935044,-21.6657847269
6.45,0.9461655,0.112618333333,-1.31388055556,2.79252680319,1.55140377955,-24.9409704837
6.5,0.95011,0.0425891666667,-1.37829891975,2.82743338823,0.213318019688,-26.1745519612
6.55,0.950453,-0.0282975,-1.36427191358,2.80998009571,-1.08598264569,-26.6862997357
6.6,0.9471945,-0.0968022222222,-1.27635169753,2.72271363311,-2.45315722641,-26.799422928
6.65,0.940506,-0.1586375,-1.12464830247,2.56563400043,-3.82033180714,-25.4958128077
6.7,0.930902,-0.210468611111,-0.94065632716,2.33874119767,-5.10993619889,-21.7896815565
6.75,0.9190685,-0.252581388889,-0.748512808642,2.04203522483,-6.10865238198,-15.6163873504
6.8,0.9053485,-0.285928611111,-0.536678549383,1.71042266695,-6.70012507293,-8.43575805131
6.85,0.890085,-0.308604722222,-0.276411419753,1.36135681656,-6.97162073436,-0.673352334874
6.9,0.8737925,-0.315083611111,0.0195319444444,0.994837673637,-6.79708780916,7.60618797474
6.95,0.8580145,-0.306603888889,0.319286419753,0.663225115758,-6.17652629734,15.1908286748
7,0.8425795,-0.283546666667,0.619146759259,0.366519142919,-5.24568402961,21.8974179301
7.05,0.8288595,-0.242577222222,0.872426851852,0.12217304764,-3.93668709061,27.235755241
7.1,0.818055,-0.193128055556,1.06022993827,-0.0349065850399,-2.42406840555,30.2954682507
7.15,0.8093085,-0.136247222222,1.22781296296,-0.12217304764,-0.833879531508,31.3081901623
7.2,0.803992,-0.0695527777778,1.36437777778,-0.12217304764,0.804790710642,29.8429754816
7.25,0.8021055,0.00285833333333,1.43694768519,-0.0349065850399,2.27862430121,25.625096456
7.3,0.8041635,0.0780325,1.41858024691,0.12217304764,3.40339204139,20.3998823374
7.35,0.810166,0.147871111111,1.3161566358,0.314159265359,4.28575294101,15.605613713
7.4,0.819084,0.212755277778,1.13311743827,0.558505360638,4.95479582094,11.075299204
