Vernier Format 2
Untitled.cmbl 10/3/2024 12:15:45 .
Latest
Time	Radiation
202	42
202.5	32
203	34
203.5	41
204	37
204.5	37
205	28
205.5	47
206	33
206.5	34
207	34
207.5	33
208	26
208.5	43
209	43
209.5	28
210	38
210.5	30
211	37
211.5	38
212	31
212.5	41
213	40
213.5	28
214	45
214.5	42
215	43
215.5	40
216	44
216.5	37
217	38
217.5	34
218	43
218.5	47
219	27
219.5	36
220	35
220.5	33
221	34
221.5	27
222	37
222.5	47
223	36
223.5	44
224	44
224.5	44
225	27
225.5	34
226	41
226.5	44
227	35
227.5	52
228	37
228.5	29
229	34
229.5	43
230	40
230.5	24
231	37
231.5	49
232	34
232.5	36
233	33
233.5	39
234	29
234.5	39
235	33
235.5	33
236	32
236.5	37
237	33
237.5	34
238	42
238.5	47
239	34
239.5	36
240	37
240.5	39
241	48
241.5	34
242	30
242.5	41
243	52
243.5	40
244	49
244.5	35
245	45
245.5	36
246	38
246.5	41
247	34
247.5	35
248	29
248.5	37
249	34
249.5	38
250	59
250.5	42
251	36
251.5	43
252	31
252.5	33
253	33
253.5	42
254	37
254.5	39
255	42
255.5	33
256	38
256.5	36
257	40
257.5	36
258	31
258.5	36
259	31
259.5	34
260	31
260.5	52
261	39
261.5	37
262	36
262.5	35
263	38
263.5	27
264	52
264.5	34
265	34
265.5	30
266	41
266.5	22
267	48
267.5	36
268	41
268.5	48
269	42
269.5	36
270	47
270.5	36
271	30
271.5	28
272	36
272.5	32
273	29
273.5	41
274	39
274.5	38
275	36
275.5	32
276	41
276.5	46
277	44
277.5	37
278	32
278.5	37
279	34
279.5	41
280	34
280.5	41
281	25
281.5	33
282	35
282.5	37
283	34
283.5	42
284	31
284.5	41
285	39
285.5	35
286	39
286.5	36
287	33
287.5	38
288	33
288.5	33
289	30
289.5	38
290	49
290.5	36
291	34
291.5	40
292	31
292.5	34
293	36
293.5	30
294	35
294.5	38
295	34
295.5	35
296	38
296.5	41
297	35
297.5	33
298	29
298.5	52
299	46
299.5	33
300	25
