Vernier Format 2
Untitled.cmbl 10/3/2024 12:15:45 .
Latest
Time	Radiation
t	Rad
s	Counts

0.5	38
1	39
1.5	39
2	35
2.5	28
3	43
3.5	37
4	49
4.5	40
5	34
5.5	40
6	41
6.5	31
7	43
7.5	43
8	35
8.5	33
9	29
9.5	45
10	38
10.5	41
11	31
11.5	25
12	29
12.5	32
13	42
13.5	36
14	32
14.5	34
15	40
15.5	47
16	34
16.5	36
17	43
17.5	45
18	29
18.5	45
19	36
19.5	27
20	40
20.5	35
21	40
21.5	28
22	41
22.5	41
23	34
23.5	32
24	40
24.5	39
25	34
25.5	38
26	39
26.5	40
27	35
27.5	34
28	30
28.5	25
29	43
29.5	37
30	28
30.5	39
31	39
31.5	46
32	34
32.5	32
33	32
33.5	32
34	39
34.5	39
35	33
35.5	30
36	44
36.5	45
37	47
37.5	40
38	38
38.5	48
39	41
39.5	40
40	43
40.5	37
41	28
41.5	32
42	29
42.5	40
43	30
43.5	34
44	44
44.5	28
45	35
45.5	37
46	43
46.5	35
47	35
47.5	31
48	37
48.5	49
49	34
49.5	36
50	31
50.5	26
51	35
51.5	44
52	42
52.5	48
53	40
53.5	42
54	47
54.5	39
55	44
55.5	34
56	39
56.5	42
57	29
57.5	32
58	42
58.5	32
59	39
59.5	34
60	39
60.5	43
61	40
61.5	41
62	37
62.5	36
63	32
63.5	38
64	38
64.5	40
65	44
65.5	38
66	47
66.5	53
67	37
67.5	39
68	34
68.5	32
69	34
69.5	34
70	40
70.5	36
71	34
71.5	39
72	34
72.5	36
73	41
73.5	34
74	36
74.5	37
75	45
75.5	42
76	28
76.5	33
77	30
77.5	29
78	35
78.5	41
79	37
79.5	43
80	38
80.5	38
81	37
81.5	41
82	36
82.5	42
83	46
83.5	39
84	31
84.5	42
85	43
85.5	36
86	41
86.5	35
87	30
87.5	32
88	29
88.5	34
89	34
89.5	39
90	40
90.5	35
91	37
91.5	33
92	34
92.5	45
93	33
93.5	34
94	36
94.5	34
95	36
95.5	39
96	41
96.5	38
97	38
97.5	31
98	43
98.5	42
99	32
99.5	38
100	40
100.5	37
101	38
101.5	32
102	31
102.5	45
103	33
103.5	32
104	41
104.5	39
105	37
105.5	41
106	39
106.5	35
107	30
107.5	33
108	30
108.5	49
109	37
109.5	37
110	39
110.5	41
111	32
111.5	33
112	39
112.5	27
113	57
113.5	46
114	36
114.5	41
115	43
115.5	31
116	36
116.5	33
117	31
117.5	34
118	31
118.5	45
119	40
119.5	31
120	42
120.5	27
121	21
121.5	32
122	31
122.5	39
123	44
123.5	41
124	29
124.5	33
125	42
125.5	32
126	29
126.5	42
127	50
127.5	31
128	41
128.5	31
129	42
129.5	41
130	34
130.5	38
131	36
131.5	34
132	40
132.5	36
133	36
133.5	30
134	38
134.5	45
135	30
135.5	30
136	35
136.5	44
137	38
137.5	33
138	31
138.5	30
139	29
139.5	39
140	42
140.5	37
141	38
141.5	32
142	43
142.5	45
143	37
143.5	44
144	40
144.5	34
145	38
145.5	36
146	40
146.5	29
147	42
147.5	33
148	29
148.5	34
149	36
149.5	42
150	40
150.5	32
151	32
151.5	39
152	31
152.5	27
153	34
153.5	38
154	40
154.5	42
155	37
155.5	27
156	30
156.5	34
157	36
157.5	28
158	36
158.5	40
159	36
159.5	37
160	36
160.5	39
161	45
161.5	32
162	34
162.5	36
163	43
163.5	38
164	43
164.5	38
165	28
165.5	45
166	41
166.5	26
167	31
167.5	39
168	41
168.5	37
169	43
169.5	28
170	43
170.5	30
171	34
171.5	26
172	24
172.5	24
173	42
173.5	31
174	37
174.5	35
175	38
175.5	43
176	30
176.5	35
177	30
177.5	43
178	39
178.5	40
179	28
179.5	23
180	37
180.5	34
181	31
181.5	34
182	30
182.5	37
183	43
183.5	37
184	39
184.5	30
185	41
185.5	31
186	44
186.5	40
187	43
187.5	40
188	43
188.5	30
189	40
189.5	48
190	56
190.5	50
191	50
191.5	34
192	36
192.5	40
193	48
193.5	36
194	43
194.5	42
195	34
195.5	33
196	38
196.5	38
197	39
197.5	33
198	39
198.5	35
199	44
199.5	33
200	41
200.5	30
201	38
201.5	37
