Vernier Format 2
Untitled.cmbl 10/3/2024 10:43:40 .
Latest
Time	Radiation
t	Rad
s	Counts

0.5	36
1	36
1.5	41
2	33
2.5	37
3	30
3.5	40
4	36
4.5	29
5	31
5.5	46
6	44
6.5	47
7	34
7.5	35
8	45
8.5	42
9	26
9.5	36
10	33
10.5	34
11	37
11.5	51
12	30
12.5	39
13	39
13.5	33
14	48
14.5	32
15	29
15.5	37
16	56
16.5	40
17	42
17.5	33
18	31
18.5	38
19	50
19.5	37
20	39
20.5	24
21	33
21.5	48
22	38
22.5	38
23	38
23.5	39
24	32
24.5	42
25	31
25.5	40
26	39
26.5	36
27	39
27.5	40
28	41
28.5	27
29	32
29.5	34
30	36
