Vernier Format 2
Untitled.cmbl 10/31/2024 12:03:39 .
Latest
Time	Position	Velocity 1	Acceleration 1	Angle 2	Velocity 2	Acceleration 2
t	x	v 1	acc 1	Angle 2	v 2	acc 2
s	m	m/s	m/s²	rad	rad/s	rad/s²

0.05	0.8888845	-0.159113888889	0.033400154321	-0.0349065850399	-0.562383870087	4.85998781219
0.1	0.8809955	-0.159161527778	0.096812808642	-0.0698131700798	-0.35391398721	5.5796667877
0.15	0.8727635	-0.154921666667	0.216391712963	-0.0872664625997	-0.0174532925199	6.10380424517
0.2	0.865046	-0.141201666667	0.401251774691	-0.0698131700798	0.300584482288	5.8969504079
0.25	0.858186	-0.115857777778	0.615997299383	-0.0523598775598	0.562383870087	5.73103639258
0.3	0.8528695	-0.0773655555556	0.784559567901	-0.0174532925199	0.872664625997	5.32648630979
0.35	0.850297	-0.0338236111111	0.875020524691	0.0349065850399	1.15385656104	3.78693353133
0.4	0.8494395	0.0118144444444	0.913713888889	0.10471975512	1.29930066537	1.36286512579
0.45	0.851326	0.0599297222222	0.888677006173	0.174532925199	1.25081929726	-0.490200499789
0.5	0.8556135	0.103852777778	0.788317746914	0.226892802759	1.21203420277	-1.68607424653
0.55	0.861959	0.141392222222	0.622693209877	0.296705972839	1.12476774017	-3.44217713588
0.6	0.870191	0.168260555556	0.402336882716	0.349065850399	0.862968352375	-5.01512819014
0.65	0.8792805	0.1826475	0.149797839506	0.383972435439	0.562383870087	-5.52148914597
0.7	0.8888845	0.184838888889	-0.1372	0.401425727959	0.31028075591	-5.88779281614
0.75	0.8984885	0.169880277778	-0.438701234568	0.418879020479	-0.00969627362219	-6.41570104668
0.8	0.906549	0.138819722222	-0.694839660494	0.401425727959	-0.349065850399	-6.55037151366
0.85	0.912723	0.0976597222222	-0.886612654321	0.383972435439	-0.688435427176	-6.11942601934
0.9	0.9166675	0.0477341666667	-1.0120617284	0.331612557879	-0.998716183086	-4.81042908034
0.95	0.9176965	-0.00676472222222	-1.05795385802	0.279252680319	-1.19264165553	-2.96813709213
1	0.9159815	-0.0613588888889	-1.02439490741	0.209439510239	-1.308996939	-0.888825082034
1.05	0.911351	-0.111475	-0.926735185185	0.13962634016	-1.25081929726	0.678739153553
1.1	0.9046625	-0.156255555556	-0.765927469136	0.0872664625997	-1.21203420277	1.76148970803
1.15	0.8954015	-0.191889444444	-0.518522839506	0.0174532925199	-1.12476774017	3.63610260832
1.2	0.8847685	-0.210945	-0.206170524691	-0.0349065850399	-0.853272078753	5.52687596465
1.25	0.873621	-0.212945833333	0.123331790123	-0.0698131700798	-0.523598775598	6.51805060158
1.3	0.8628165	-0.1980825	0.443835648148	-0.0872664625997	-0.174532925199	6.85203335968
1.35	0.8532125	-0.167593611111	0.737608796296	-0.0872664625997	0.174532925199	6.73891016742
1.4	0.845495	-0.122908333333	0.987607098765	-0.0698131700798	0.513902501976	6.2325492116
1.45	0.84035	-0.0652652777778	1.15169660494	-0.0349065850399	0.824183257886	5.18750638787
1.5	0.8388065	-0.00285833333333	1.2046287037	0.0174532925199	1.03750127757	3.95931172906
1.55	0.8401785	0.0581194444444	1.17641589506	0.0698131700798	1.21203420277	2.74189070761
1.6	0.8446375	0.117382222222	1.07393935185	0.13962634016	1.33808575986	1.00194827429
1.65	0.8521835	0.169403888889	0.880419598765	0.209439510239	1.33808575986	-1.22280784013
1.7	0.8621305	0.208467777778	0.611101080247	0.279252680319	1.20233792915	-3.22131757004
1.75	0.873621	0.232287222222	0.290650154321	0.331612557879	0.998716183086	-4.77272134959
1.8	0.885969	0.239623611111	-0.0753223765432	0.383972435439	0.698131700798	-5.67770688766
1.85	0.8984885	0.225427222222	-0.451775462963	0.401425727959	0.387850944888	-5.74234871181
1.9	0.909293	0.19208	-0.778207716049	0.418879020479	0.135747830711	-5.93088736557
1.95	0.918211	0.144726944444	-1.03630462963	0.418879020479	-0.184229198822	-6.41570104668
2	0.9242135	0.0858452777778	-1.22230802469	0.401425727959	-0.523598775598	-6.51805060158
2.05	0.927129	0.0191508333333	-1.32129104938	0.366519142919	-0.862968352375	-5.96320827765
2.1	0.9262715	-0.0507830555556	-1.31351003086	0.314159265359	-1.16355283466	-4.44412541017
2.15	0.9218125	-0.115953055556	-1.20960432099	0.244346095279	-1.33808575986	-2.25169020782
2.2	0.914438	-0.174548888889	-1.02582407407	0.174532925199	-1.37687085435	-0.183151835086
2.25	0.9039765	-0.222473611111	-0.747877623457	0.10471975512	-1.34778203348	1.73455561464
2.3	0.891457	-0.252676666667	-0.391962191358	0.0349065850399	-1.20233792915	3.59300805889
2.35	0.8779085	-0.262966666667	0.000317592592601	-0.0174532925199	-0.989019909463	5.32756367353
2.4	0.86436	-0.252771944444	0.39831404321	-0.0698131700798	-0.659346606309	6.71736289271
2.45	0.8518405	-0.222378333333	0.774449537037	-0.0872664625997	-0.252103114177	6.88974109043
2.5	0.841379	-0.173405555556	1.09717654321	-0.0872664625997	0.0387850944888	6.72813653006
2.55	0.833833	-0.108616666667	1.32272021605	-0.0872664625997	0.387850944888	6.90590154647
2.6	0.8302315	-0.036015	1.42858441358	-0.0523598775598	0.785398163397	6.03862373915
2.65	0.8302315	0.0378252777778	1.43747700617	0	1.02780500395	4.43873859149
2.7	0.8340045	0.110998611111	1.3550087963	0.0523598775598	1.21203420277	2.93042936137
2.75	0.8415505	0.177883611111	1.16334166667	0.12217304764	1.33808575986	1.08275055448
2.8	0.852355	0.231429722222	0.871738734568	0.191986217719	1.33808575986	-0.996561455614
