Vernier Format 2
Untitled.cmbl 10/3/2024 10:47:33 .
Latest
Time	Radiation
t	Rad
s	Counts

0.5	29
1	37
1.5	34
2	40
2.5	19
3	33
3.5	43
4	36
4.5	47
5	37
5.5	35
6	38
6.5	38
7	38
7.5	42
8	36
8.5	34
9	48
9.5	41
10	34
10.5	30
11	35
11.5	35
12	29
12.5	33
13	45
13.5	33
14	41
14.5	34
15	36
15.5	34
16	41
16.5	42
17	35
17.5	42
18	32
18.5	34
19	33
19.5	37
20	38
20.5	40
21	28
21.5	30
22	30
22.5	30
23	43
23.5	44
24	46
24.5	38
25	51
25.5	46
26	38
26.5	36
27	38
27.5	40
28	47
28.5	35
29	46
29.5	20
30	31
