Vernier Format 2
Untitled.cmbl 10/3/2024 10:42:45 .
Latest
Time	Radiation
t	Rad
s	Counts

0.5	47
1	40
1.5	34
2	35
2.5	41
3	35
3.5	39
4	37
4.5	30
5	49
5.5	32
6	32
6.5	49
7	41
7.5	33
8	40
8.5	41
9	43
9.5	36
10	39
10.5	33
11	43
11.5	51
12	36
12.5	28
13	36
13.5	38
14	40
14.5	42
15	38
15.5	26
16	43
16.5	34
17	34
17.5	33
18	38
18.5	46
19	36
19.5	40
20	28
20.5	38
21	35
21.5	39
22	29
22.5	47
23	33
23.5	36
24	41
24.5	39
25	34
25.5	32
26	43
26.5	34
27	43
27.5	34
28	37
28.5	41
29	38
29.5	30
30	34
