Vernier Format 2
Untitled.cmbl 10/31/2024 11:44:57 .
Latest
Time	Position	Velocity 1	Acceleration 1	Angle 2	Velocity 2	Acceleration 2
t	x	v 1	acc 1	Angle 2	v 2	acc 2
s	m	m/s	m/s²	rad	rad/s	rad/s²

0.05	0.8233715	-0.127672222222	1.18330765432	0.0523598775598	0.853272078753	-4.79534598804
0.1	0.815311	-0.0766986111111	1.39673516975	0.10471975512	0.615713375009	-4.89284740613
0.15	0.812224	0.000400166666667	1.6439862963	0.12217304764	0.366519142919	-5.04044623794
0.2	0.8144535	0.094325	1.75931475309	0.13962634016	0.135747830711	-5.56835446848
0.25	0.8219995	0.187983055556	1.63144138889	0.13962634016	-0.184229198822	-6.14582143087
0.3	0.833833	0.266491944444	1.2811579321	0.12217304764	-0.513902501976	-5.98906500731
0.35	0.849611	0.321276666667	0.79361095679	0.0872664625997	-0.824183257886	-4.92893909128
0.4	0.867104	0.347763888889	0.248039814815	0.0349065850399	-1.02780500395	-3.28595939419
0.45	0.8854545	0.346525277778	-0.309811574074	-0.0174532925199	-1.16355283466	-1.37902558182
0.5	0.9029475	0.315750555556	-0.839344290123	-0.0872664625997	-1.17324910829	0.678739153553
0.55	0.9180395	0.259441388889	-1.29196666667	-0.13962634016	-1.06659009844	2.25169020782
0.6	0.9297015	0.182456944444	-1.64057746914	-0.191986217719	-0.959931088597	3.95392491038
0.65	0.9369045	0.0901327777778	-1.85733441358	-0.244346095279	-0.678739153553	5.63999915691
0.7	0.9389625	-0.00895611111111	-1.9292162037	-0.261799387799	-0.349065850399	6.36183285989
0.75	0.936047	-0.108616666667	-1.85002978395	-0.279252680319	-0.00969627362219	6.34567240386
0.8	0.927815	-0.200559722222	-1.6078654321	-0.261799387799	0.31028075591	5.73157507445
0.85	0.9152955	-0.275352777778	-1.21955555556	-0.244346095279	0.552687596465	5.18750638787
0.9	0.899346	-0.3267075	-0.725540277778	-0.209439510239	0.833879531508	4.44951222885
0.95	0.88151	-0.350145833333	-0.173934876543	-0.157079632679	1.02780500395	3.07048664703
1	0.8631595	-0.344238611111	0.385345679012	-0.10471975512	1.16355283466	1.19048692806
1.05	0.8460095	-0.310415	0.913608024691	-0.0349065850399	1.16355283466	-1.00733509297
1.1	0.831089	-0.250675833333	1.37718734568	0.0174532925199	1.03750127757	-2.74189070761
1.15	0.8199415	-0.167403055556	1.71346496914	0.0698131700798	0.862968352375	-3.95931172906
1.2	0.813939	-0.0725063888889	1.88819382716	0.10471975512	0.649650332687	-5.18211956919
1.25	0.812567	0.0264872222222	1.92429351852	0.13962634016	0.339369576777	-6.18945466217
1.3	0.8165115	0.125766666667	1.80974845679	0.13962634016	0	-6.51805060158
1.35	0.825601	0.213993888889	1.53773040123	0.13962634016	-0.339369576777	-6.18945466217
1.4	0.838635	0.284404166667	1.1406337963	0.10471975512	-0.649650332687	-5.18211956919
1.45	0.8549275	0.3318525	0.647730092593	0.0698131700798	-0.862968352375	-3.95931172906
1.5	0.872935	0.351575	0.097024537037	0.0174532925199	-1.03750127757	-2.74189070761
1.55	0.8912855	0.341475555556	-0.457280401235	-0.0349065850399	-1.16355283466	-1.00733509297
1.6	0.9080925	0.304698333333	-0.980937654321	-0.10471975512	-1.16355283466	1.19048692806
1.65	0.9228415	0.241148055556	-1.43964722222	-0.157079632679	-1.02780500395	3.07048664703
1.7	0.9331315	0.155302777778	-1.76724398148	-0.209439510239	-0.833879531508	4.44951222885
1.75	0.938791	0.0579288888889	-1.93556805556	-0.244346095279	-0.552687596465	5.18750638787
1.8	0.939134	-0.04459	-1.94091419753	-0.261799387799	-0.31028075591	5.73157507445
1.85	0.9341605	-0.142726111111	-1.78047700617	-0.279252680319	0.00969627362219	6.34567240386
1.9	0.924385	-0.228666666667	-1.47034783951	-0.261799387799	0.349065850399	6.36183285989
1.95	0.9104935	-0.294694166667	-1.03942762346	-0.244346095279	0.678739153553	5.63999915691
2	0.893858	-0.334996666667	-0.541442438272	-0.191986217719	0.959931088597	3.95392491038
2.05	0.876022	-0.349764722222	-0.0129683641975	-0.13962634016	1.06659009844	2.25169020782
2.1	0.857843	-0.337473888889	0.535408179012	-0.0872664625997	1.17324910829	0.678739153553
2.15	0.841036	-0.295265833333	1.05435447531	-0.0174532925199	1.16355283466	-1.37363876314
2.2	0.827316	-0.227999722222	1.4792933642	0.0349065850399	1.02780500395	-3.25363848211
2.25	0.8175405	-0.142440277778	1.78185324074	0.0872664625997	0.824183257886	-4.78349498695
2.3	0.812567	-0.0443994444444	1.94409012346	0.12217304764	0.523598775598	-5.71002779973
2.35	0.81291	0.05831	1.94583688272	0.13962634016	0.213318019688	-5.88240599746
2.4	0.8185695	0.156731944444	1.78111219136	0.13962634016	-0.048481368111	-6.17868102481
2.45	0.829031	0.243148888889	1.45118641975	0.13962634016	-0.387850944888	-6.52882423894
2.5	0.84378	0.307556666667	0.984695833333	0.10471975512	-0.775701889775	-5.4891682339
2.55	0.86093	0.344143333333	0.449128858025	0.0523598775598	-0.989019909463	-3.43140349852
2.6	0.8792805	0.352813611111	-0.103588117284	0	-1.07628637206	-1.9230942684
2.65	0.897288	0.3335675	-0.647518364198	-0.0523598775598	-1.17324910829	-0.527908230541
2.7	0.913752	0.286595555556	-1.14799135802	-0.12217304764	-1.16355283466	1.4113464939
2.75	0.9269575	0.214756111111	-1.54995771605	-0.174532925199	-1.02780500395	3.29673303154
2.8	0.9358755	0.126147777778	-1.8179529321	-0.226892802759	-0.824183257886	4.96664682203
