Vernier Format 2
Untitled.cmbl 10/24/2024 12:33:28 .
Latest
Time	Position	Velocity 1	Acceleration 1	Angle 2	Velocity 2	Acceleration 2
t	x	v 1	acc 1	Angle 2	v 2	acc 2
s	m	m/s	m/s²	rad	rad/s	rad/s²

0.05	1.0219685	-0.154921666667	-1.74642049383	-0.261799387799	-6.94253191349	-6.8584975421
0.1	1.0168235	-0.231810833333	-1.98616584877	-0.593411945678	-7.31099031113	-5.30224562573
0.15	1.003961	-0.344486333333	-2.19275453704	-0.977384381117	-7.66199541626	-1.38010294556
0.2	0.9828665	-0.466003611111	-2.1247791358	-1.37881010908	-7.64066361429	6.06448046881
0.25	0.9561125	-0.571380833333	-1.74041799383	-1.76278254451	-7.12676111231	15.6250062603
0.3	0.9245565	-0.646459722222	-1.15351746914	-2.11184839491	-6.07956356111	25.2437096935
0.35	0.8905995	-0.693526944444	-0.396831944444	-2.39110107523	-4.53785605519	33.1020007824
0.4	0.8532125	-0.693336388889	0.498990895062	-2.58308729295	-2.60829760437	37.2283038905
0.45	0.8189125	-0.639504444444	1.32298487654	-2.65290046303	-0.62056151182	36.9589629566
0.5	0.788214	-0.554040277778	2.00607361111	-2.63544717051	1.18294538191	34.0069863205
0.55	0.7623175	-0.436658055556	2.60621774691	-2.53072741539	2.8410081713	29.266585883
0.6	0.743281	-0.289358611111	3.08498858025	-2.33874119767	4.18879020479	22.7862430121
0.65	0.7324765	-0.120145277778	3.36732839506	-2.09439510239	5.12932874614	15.9773042019
0.7	0.730933	0.0576430555556	3.4001992284	-1.81514242207	5.7692828052	9.59931088597
0.75	0.738479	0.22981	3.18635354938	-1.50098315672	6.04077846662	4.30406812452
0.8	0.7546	0.384731666667	2.76189104938	-1.20427718388	6.1183486556	0.495587318468
0.85	0.7780955	0.511832222222	2.18688966049	-0.890117918517	6.12804492922	-3.93776445435
0.9	0.807079	0.606347777778	1.52444444444	-0.575958653158	5.79837162607	-9.70704725955
0.95	0.840007	0.666944444444	0.793081635802	-0.296705972839	5.14872129338	-15.5248114329
1	0.875336	0.688096111111	0.0102688271605	-0.0523598775598	4.2372715729	-21.1863578645
1.05	0.9104935	0.667706666667	-0.7674625	0.13962634016	3.02523737012	-26.5516292688
1.1	0.943593	0.608920277778	-1.48855648148	0.261799387799	1.53201123231	-30.7695082944
1.15	0.972748	0.515738611111	-2.1308875	0.296705972839	-0.0969627362219	-33.646069469
1.2	0.996415	0.391115277778	-2.66126712963	0.261799387799	-1.91016590357	-34.4702527269
1.25	1.012536	0.246197777778	-3.08387700617	0.10471975512	-3.69428025005	-31.9977029532
1.3	1.02214	0.0772702777778	-3.34747885802	-0.12217304764	-5.18750638787	-27.3219443399
1.35	1.020768	-0.101756666667	-3.31566666667	-0.418879020479	-6.48680705325	-20.7823464636
1.4	1.011164	-0.2649675	-3.03512654321	-0.785398163397	-7.39825677373	-11.4308292368
1.45	0.9934995	-0.409885	-2.61426342593	-1.18682389136	-7.67944870878	-0.754154615059
1.5	0.9691465	-0.528696388889	-2.10251589506	-1.57079632679	-7.46613068909	10.0302563803
1.55	0.9399915	-0.625975	-1.45531512346	-1.95476876223	-6.70012507293	20.9654982986
1.6	0.904834	-0.682188888889	-0.647147839506	-2.26892802759	-5.29416539772	30.0315141354
1.65	0.8696765	-0.689811111111	0.164830555556	-2.49582083035	-3.55853241934	35.8331178527
1.7	0.8346905	-0.663323888889	0.939068364198	-2.63544717051	-1.57079632679	38.0794212418
1.75	0.8017625	-0.596343611111	1.70102592593	-2.65290046303	0.416939765754	36.3340919898
1.8	0.773465	-0.490680555556	2.38887854938	-2.58308729295	2.17196529137	31.8091642995
1.85	0.7513415	-0.351384444444	2.92963287037	-2.42600766027	3.66519142919	25.5658414505
1.9	0.73745	-0.189412222222	3.26501064815	-2.19911485751	4.75117407487	18.7461290029
1.95	0.731962	-0.0161972222222	3.37675030864	-1.93731546971	5.49778714378	12.6805711704
2	0.735735	0.158161111111	3.2457433642	-1.64060949687	5.99229709851	7.25065794193
2.05	0.748426	0.317465555556	2.89649737654	-1.32645023152	6.2056151182	2.26785066386
2.1	0.7684915	0.45276	2.41126882716	-1.01229096616	6.2056151182	-2.4887102297
2.15	0.794731	0.561471944444	1.8351029321	-0.698131700798	5.98260082489	-7.72469798568
2.2	0.8257725	0.639885555556	1.16487669753	-0.401425727959	5.45900204929	-13.4454994228
2.25	0.8600725	0.682855833333	0.389844907407	-0.13962634016	4.62512251778	-18.9723753874
2.3	0.895916	0.681045555556	-0.431714197531	0.0698131700798	3.54883614572	-24.18142905
2.35	0.929873	0.636931944444	-1.20192916667	0.226892802759	2.19135783862	-28.9272163062
2.4	0.9609145	0.557660833333	-1.89555138889	0.296705972839	0.62056151182	-32.6441211947
2.45	0.9869825	0.444375555556	-2.49934783951	0.296705972839	-1.12476774017	-34.804235485
2.5	1.0065335	0.302316388889	-2.9627154321	0.191986217719	-3.00584482288	-33.7160981118
2.55	1.018024	0.140058333333	-3.23071064815	-0.0174532925199	-4.62512251778	-29.568247729
2.6	1.020768	-0.0290597222222	-3.28819490741	-0.279252680319	-6.01168964576	-23.6750680942
2.65	1.0151085	-0.196939166667	-3.13776188272	-0.628318530718	-7.09767229144	-15.287791411
2.7	1.000531	-0.351289166667	-2.78327561728	-1.01229096616	-7.63096734066	-4.91816545392
2.75	0.978922	-0.480581111111	-2.28772530864	-1.41371669412	-7.61157479342	6.08710510726
2.8	0.951482	-0.583671666667	-1.68991018519	-1.79768912955	-6.9910132816	16.5267597072
