Vernier Format 2
Untitled.cmbl 10/31/2024 11:54:26 .
Latest
Time	Position	Velocity 1	Acceleration 1	Angle 2	Velocity 2	Acceleration 2
t	x	v 1	acc 1	Angle 2	v 2	acc 2
s	m	m/s	m/s²	rad	rad/s	rad/s²

0.05	1.1204095	-0.308509444444	-3.83017725309	0	-0.639954059065	-7.29482985509
0.1	1.110977	-0.480533472222	-4.25168084877	-0.0174532925199	-1.0035643199	-7.21725966612
0.15	1.083194	-0.721271833333	-4.53708013889	-0.0872664625997	-1.37881010908	-6.76961503389
0.2	1.03929	-0.969165555556	-4.16351714506	-0.157079632679	-1.71624043113	-5.59528856187
0.25	0.983381	-1.1722025	-3.01045489198	-0.261799387799	-1.99743236617	-3.09149523988
0.3	0.9187255	-1.29015638889	-1.30434219136	-0.366519142919	-2.0556100079	0.168068742785
0.35	0.850983	-1.31559555556	0.747824691358	-0.471238898038	-1.98773609255	3.58223442153
0.4	0.782726	-1.22746361111	3.00310262346	-0.575958653158	-1.68715161026	6.67965516195
0.45	0.7221865	-1.00365611111	4.95889074074	-0.645771823238	-1.25081929726	8.44114486998
0.5	0.678797	-0.692955277778	6.10434135802	-0.698131700798	-0.824183257886	9.65856589144
0.55	0.6529005	-0.365676111111	6.60020925926	-0.733038285838	-0.300584482288	10.8598264569
0.6	0.641753	-0.0244863888889	6.78975910494	-0.733038285838	0.31028075591	11.0052705612
0.65	0.6501565	0.321467222222	6.70792608025	-0.698131700798	0.853272078753	9.96022773746
0.7	0.673995	0.661323055556	6.21946867284	-0.645771823238	1.33808575986	8.08022801849
0.75	0.717213	0.970785277778	5.08428688272	-0.558505360638	1.68715161026	5.55381005804
0.8	0.7743225	1.1996425	3.2798316358	-0.471238898038	1.89077335633	2.97352391081
0.85	0.842065	1.31311833333	1.12581280864	-0.366519142919	1.99743236617	0.183151835086
0.9	0.9104935	1.30740166667	-0.977761728395	-0.261799387799	1.90046962995	-2.4617761363
0.95	0.9763495	1.20593083333	-2.87887098765	-0.174532925199	1.72593670475	-4.73501361884
1	1.0346595	1.01251694444	-4.56745787037	-0.0872664625997	1.46413731695	-7.5900275187
1.05	1.0809645	0.736878333333	-5.92453101852	-0.0174532925199	0.979323635841	-10.4504282372
1.1	1.1108055	0.400357222222	-6.79780478395	0.0174532925199	0.349065850399	-11.8186801817
1.15	1.1221245	0.0343	-7.10724583333	0.0174532925199	-0.290888208666	-11.3338665006
1.2	1.1142355	-0.332424166667	-6.85491851852	-0.0174532925199	-0.824183257886	-9.83633090784
1.25	1.0878245	-0.672089444444	-6.06977669753	-0.0698131700798	-1.25081929726	-8.44653168866
1.3	1.0449495	-0.958589722222	-4.80861651235	-0.13962634016	-1.68715161026	-6.5395978763
1.35	0.988869	-1.16762916667	-3.18810030864	-0.244346095279	-1.97803981893	-3.29134621287
1.4	0.924385	-1.28396333333	-1.37533472222	-0.349065850399	-2.02652118704	0.188538653765
1.45	0.856814	-1.30673472222	0.535143518519	-0.453785605519	-1.91016590357	2.89272163062
1.5	0.790615	-1.23870638889	2.59478441358	-0.541052068118	-1.71624043113	5.13363820108
1.55	0.728189	-1.05539194444	4.69941759259	-0.628318530718	-1.43504849608	7.78395299115
1.6	0.678797	-0.739355555556	6.1566912037	-0.698131700798	-0.901753446864	9.69088680351
1.65	0.6535865	-0.392925555556	6.64027885802	-0.715584993318	-0.387850944888	10.1703136659
1.7	0.640724	-0.0605966666667	6.7015212963	-0.733038285838	0.0872664625997	10.8113450887
1.75	0.6470695	0.278782777778	6.61211898148	-0.715584993318	0.698131700798	11.0052705612
1.8	0.6693645	0.602441388889	6.3628087963	-0.663225115758	1.28960439175	9.22762039712
1.85	0.7060655	0.936580555556	5.5653337963	-0.575958653158	1.67745533664	6.17868102481
1.9	0.7654045	1.20659777778	3.7685007716	-0.488692190558	1.89077335633	3.18899665796
1.95	0.8329755	1.33836694444	1.40270061728	-0.383972435439	1.99743236617	0.231633203197
2	0.904491	1.34084416667	-0.916519290123	-0.279252680319	1.90046962995	-2.41329476819
2.05	0.971376	1.23079833333	-2.90486064815	-0.191986217719	1.72593670475	-4.514154053
2.1	1.030715	1.03643166667	-4.53845108025	-0.10471975512	1.47383359057	-6.93283563987
2.15	1.078049	0.765461666667	-5.84613858025	-0.0349065850399	1.02780500395	-9.15759175429
2.2	1.109605	0.436276944444	-6.74497854938	0	0.513902501976	-10.4773623306
2.25	1.1231535	0.0708866666667	-7.13789351852	0.0174532925199	-0.0387850944888	-11.1561014842
2.3	1.1169795	-0.301077777778	-6.95035509259	0	-0.649650332687	-10.7036087152
2.35	1.0919405	-0.646459722222	-6.2080882716	-0.0523598775598	-1.16355283466	-9.1037235675
2.4	1.050266	-0.93982	-5.01065833333	-0.12217304764	-1.56110005317	-7.1806292991
2.45	0.995043	-1.16076916667	-3.4643529321	-0.209439510239	-1.89077335633	-4.8212027177
2.5	0.9307305	-1.29463444444	-1.66667299383	-0.314159265359	-2.11378764964	-1.19587374674
2.55	0.862302	-1.33884333333	0.40858287037	-0.436332312999	-2.02652118704	2.72034343289
2.6	0.79233	-1.26643222222	2.69948410494	-0.523598775598	-1.76472179924	5.28985594277
2.65	0.7300755	-1.06396694444	4.80136481481	-0.610865238198	-1.4835298642	7.40148886494
2.7	0.680855	-0.7485975	6.10174768519	-0.680678408278	-1.02780500395	9.34074358938
2.75	0.65513	-0.413696111111	6.53600262346	-0.715584993318	-0.513902501976	10.5150700614
2.8	0.640381	-0.0881319444444	6.69199351852	-0.733038285838	0.0387850944888	11.1561014842
