Vernier Format 2
L6_500g_oscillation.cmbl 10/17/2024 12:19:20 .
Latest
Time	Position	Velocity	Acceleration
t	x	v	acc
s	m	m/s	m/s²

0.033333	1.074276	-0.133771337713	0.100162767134
0.066666	1.069817	-0.132270697707	0.241057598906
0.099999	1.0655295	-0.128626286263	0.538556500243
0.133332	1.0603845	-0.102615192819	0.975723507428
0.166665	1.0579835	-0.0548805488055	1.18938819737
0.199998	1.057126	-0.0148634819682	1.14371349916
0.233331	1.057126	0.0211518781854	1.05498429402
0.266664	1.058498	0.0558809754764	0.940172275574
0.299997	1.0610705	0.0840358403584	0.825122057914
0.33333	1.0641575	0.109904015707	0.731867067824
0.366663	1.068445	0.133056747234	0.624439224833
0.399996	1.0730755	0.153351116845	0.463297460347
0.433329	1.0789065	0.165784991183	0.246059782282
0.466662	1.0843945	0.168929189292	0.0453769492011
0.499995	1.0902255	0.168357516909	-0.139942034938
0.533328	1.095885	0.159067840678	-0.307276978842
0.566661	1.1008585	0.147205638723	-0.455913284887
0.599994	1.105832	0.129912549125	-0.632061599502
0.633327	1.1097765	0.104473128065	-0.785461889715
0.66666	1.1128635	0.0758895088951	-0.885862856057
0.699993	1.1149215	0.0440187735211	-0.932073502488
0.733326	1.115779	0.0122909562429	-0.914327661462
0.766659	1.115779	-0.0188651886519	-0.835007325063
0.799992	1.114407	-0.0461625449588	-0.697685481418
0.833325	1.1121775	-0.0605972726394	-0.691254102791
0.866658	1.1108055	-0.0861796117961	-0.831434336937
0.899991	1.106861	-0.12219497195	-0.799515643011
0.933324	1.1022305	-0.147062720627	-0.538806609412
0.966657	1.0967425	-0.159496594966	-0.226051048776
0.99999	1.0912545	-0.160925775924	0.031799594322
1.033323	1.0854235	-0.147205638723	0.0326332915515
1.066656	1.082508	-0.15763865972	0.0196514346934
1.099989	1.0747905	-0.162926629266	0.445194320509
1.133322	1.07016	-0.127197105304	0.845726289441
1.166655	1.0665585	-0.0956122061221	0.939457677948
1.199988	1.0634715	-0.0554522211889	0.771289036815
1.233321	1.063986	-0.0447333640003	0.612291065205
1.266654	1.0603845	-0.0305844725114	0.868950712261
1.299987	1.0607275	0.0148634819682	1.09047597608
1.33332	1.0617565	0.0523080230802	1.04414623004
1.366653	1.064329	0.0874658746587	0.876453987325
1.399986	1.0679305	0.11047568809	0.686966517039
1.433319	1.0717035	0.131627566276	0.538211111391
1.466652	1.0768485	0.147348556819	0.353249426064
1.499985	1.0816505	0.156638233049	0.130890465018
1.533318	1.0874815	0.158782004487	-0.141252130584
1.566651	1.0929695	0.141345996793	-0.25082376645
1.599984	1.0963995	0.135486354864	-0.192226761183
1.633317	1.101716	0.135343436768	-0.303703990716
1.66665	1.1060035	0.119908282416	-0.539283007828
1.699983	1.109948	0.096612632793	-0.718527912153
1.733316	1.1125205	0.0687436041027	-0.808924511743
1.766649	1.114407	0.0430183468501	-0.891222338247
1.799982	1.1156075	0.0107188571886	-0.994124396277
1.833315	1.1152645	-0.0254394210609	-1.02532849258
1.866648	1.1138925	-0.0611689450228	-0.94743735143
1.899981	1.110977	-0.0904671546715	-0.80118303747
1.933314	1.1077185	-0.114191558582	-0.657668014406
1.966647	1.1032595	-0.133914255809	-0.524633756512
1.99998	1.098629	-0.148063147298	-0.415776718271
2.033313	1.093484	-0.162926629266	-0.267021312622
2.066646	1.0874815	-0.168500435004	-0.0425185587003
2.099979	1.0819935	-0.165356236896	0.182579693242
2.133312	1.076334	-0.156352396857	0.419349706397
2.166645	1.0713605	-0.138201798685	0.664813990658
2.199978	1.0669015	-0.112476541432	0.886577453683
2.233311	1.0633	-0.0721736384031	0.90491879273
2.266644	1.062614	-0.0451621182879	0.733534462283
2.299977	1.0607275	-0.0292982096488	0.708999943817
2.33331	1.060213	-0.0030012800128	0.823335563851
2.366643	1.0603845	0.0277261105944	0.899678410145
2.399976	1.0620995	0.0591680916809	0.905156991938
2.433309	1.064329	0.0896096460965	0.843939795378
2.466642	1.068102	0.118193265266	0.697566381813
2.499975	1.072561	0.136343863439	0.533923525639
2.533308	1.0771915	0.152636526365	0.391361299409
2.566641	1.082851	0.163784137841	0.21283099271
2.599974	1.088339	0.167357090238	0.0208424307354
2.633307	1.09417	0.164784564512	-0.164714752612
2.66664	1.0994865	0.155780724474	-0.334312588996
2.699973	1.1046315	0.142918095848	-0.510460903611
2.733306	1.109262	0.121766217662	-0.6801778396
2.766639	1.1128635	0.0961838785055	-0.80404142797
2.799972	1.115779	0.0667427507608	-0.880503373868
2.833305	1.1173225	0.0363011963453	-0.91682875315
2.866638	1.11818	0.0060025600256	-0.958513614621
2.899971	1.117837	-0.0274402744027	-1.00817814957
2.933304	1.1162935	-0.0608831088311	-1.05593709086
2.966637	1.1138925	-0.0974701413681	-1.07284923466
2.99997	1.1101195	-0.139773897739	-0.865496823739
