Vernier Format 2
L6_500g_oscillation.cmbl 10/17/2024 13:17:20 .
Latest
Time	Position	Velocity	Acceleration
t	x	v	acc
s	m	m/s	m/s²

0.033333	1.072561	0.5851066844	-0.75556788906
0.066666	1.092455	0.565241069077	-0.999126579654
0.099999	1.11132	0.529511545115	-1.36681087775
0.133332	1.1282985	0.477346440131	-1.82210484469
0.166665	1.143562	0.406744900782	-2.27706533275
0.199998	1.1557385	0.323423650903	-2.6697367278
0.233331	1.1653425	0.228954789548	-3.02810743685
0.266664	1.1715165	0.11976536432	-3.28965016767
0.299997	1.173746	-0.00128626286263	-3.23796093945
0.33333	1.1704875	-0.0993280766141	-3.04775887154
0.366663	1.1674005	-0.200371170378	-2.92079869346
0.399996	1.157282	-0.302271772718	-2.58624790526
0.433329	1.145963	-0.370443704437	-2.28695059989
0.466662	1.133272	-0.451192428591	-2.03029095284
0.499995	1.1156075	-0.518506851735	-1.43229184014
0.533328	1.0974285	-0.548948406151	-0.753424096184
0.566661	1.078735	-0.564097724311	-0.173647222927
0.599994	1.0593555	-0.560238935723	0.380642335031
0.633327	1.0408335	-0.537086204195	0.88252806714
0.66666	1.0233405	-0.502214188809	1.40227873988
0.699993	1.006705	-0.44504695047	1.94751672792
0.733326	0.9931565	-0.36930035967	2.39556943893
0.766659	0.9818375	-0.282549075491	2.74274478518
0.799992	0.9739485	-0.183078080781	2.97177332406
0.833325	0.969661	-0.0823208232082	3.12207702456
0.866658	0.968289	0.0248677486775	3.24629791174
0.899991	0.9712045	0.136486781534	3.23950923431
0.933324	0.977207	0.248534568679	2.96843853514
0.966657	0.9880115	0.348863071964	2.32744446532
0.99999	1.0024175	0.397741060744	1.84449557028
1.033323	1.014251	0.449763247632	1.89773309336
1.066656	1.0308865	0.535085350854	1.65298340673
1.099989	1.051295	0.582105404387	0.78474729209
1.133322	1.070846	0.589965899659	-0.219738769753
1.166655	1.091426	0.564669396694	-1.12013177752
1.199988	1.1097765	0.50078500785	-1.5587756198
1.233321	1.124354	0.445904459045	-1.57259117389
1.266654	1.1389315	0.402171521715	-1.74040251621
1.299987	1.1516225	0.343860938609	-2.28528320544
1.33332	1.1629415	0.252822111554	-2.93223225546
1.366653	1.1691155	0.138487634876	-3.29262765778
1.399986	1.172031	0.0248677486775	-3.34253039194
1.433319	1.171002	-0.0924680080134	-3.10349748631
1.466652	1.165171	-0.188366050327	-2.67199962028
1.499985	1.1577965	-0.264970149701	-2.37341691255
1.533318	1.147678	-0.341860085268	-2.19262371337
1.566651	1.134987	-0.415177068437	-1.9102385518
1.599984	1.119552	-0.473630569639	-1.50125051097
1.633317	1.1029165	-0.51593432601	-1.03592835735
1.66665	1.0847375	-0.541802501358	-0.529635939888
1.699983	1.0669015	-0.559810181435	0.211163598251
1.733316	1.04615	-0.537514958483	1.14240340351
1.766649	1.0291715	-0.464197975313	1.53912418511
1.799982	1.016309	-0.414033723671	1.40358883553
1.833315	1.0027605	-0.388880138801	1.71384330447
1.866648	0.9886975	-0.318993189932	2.51490724234
1.899981	0.9801225	-0.208946256129	3.02143785901
1.933314	0.975149	-0.102043520435	3.08384605161
1.966647	0.9736055	-0.00171501715017	3.02072326139
1.99998	0.9749775	0.0976130594639	2.9672475391
2.033313	0.9801225	0.196798217982	2.87577904307
2.066646	0.988183	0.291695833625	2.67688270405
2.099979	0.999502	0.383878005447	2.21370434331
2.133312	1.0147655	0.445332786661	1.56830358814
2.166645	1.0298575	0.483634836348	1.03557105854
2.199978	1.047179	0.510789274559	0.613482061247
2.233311	1.064329	0.523651903186	0.22926673809
2.266644	1.0823365	0.525938592719	-0.177458410262
2.299977	1.0994865	0.518078097448	-0.754495992622
2.33331	1.117837	0.480776474431	-1.45623086058
2.366643	1.132586	0.410889525562	-1.90642736447
2.399976	1.144591	0.350149334827	-2.24336014476
2.433309	1.156596	0.268257265906	-2.70963509521
2.466642	1.1632845	0.163355383554	-2.98546977854
2.499975	1.167229	0.0620264535979	-3.03561071191
2.533308	1.167572	-0.0430183468501	-2.92913566575
2.566641	1.1639705	-0.136058027247	-2.71809116711
2.599974	1.158311	-0.222237639043	-2.53836986437
2.633307	1.1492215	-0.307130987977	-2.29624036902
2.66664	1.137388	-0.377875445421	-1.96907375628
2.699973	1.1238395	-0.439758980923	-1.57533046479
2.733306	1.1077185	-0.486636116361	-1.06999084415
2.766639	1.09074	-0.512075537422	-0.530350537513
2.799972	1.0730755	-0.518935606023	-0.0458533476179
2.833305	1.056097	-0.517077670777	0.493429660211
2.866638	1.037918	-0.491638249716	1.1619357386
2.899971	1.0223115	-0.434756847568	1.69431096938
2.933304	1.0089345	-0.372158721587	2.03862792513
2.966637	0.9972725	-0.298984656513	2.34554760516
2.99997	0.9886975	-0.215377570442	2.59256018428
3.033303	0.9825235	-0.12148038147	2.69188925418
