Vernier Format 2
Untitled.cmbl 10/17/2024 10:49:30 .
Latest
Time	Position	Velocity	Acceleration
t	x	v	acc
s	m	m/s	m/s²

0.033333	1.13533	0.0122909562429	0.0527849445825
0.066666	1.13533	0.0194368610353	-0.145325337048
0.099999	1.1372165	0.0113191131911	-0.357298812607
0.133332	1.137045	-0.0174360076934	-0.24770335682
0.166665	1.134987	-0.0188651886519	0.203588863424
0.199998	1.134644	0.00943259432594	0.31261264111
0.233331	1.1365305	0.0167214172142	0.00833697229415
0.266664	1.136359	0.0057167238339	-0.2239072559
0.299997	1.136702	-0.00328711620449	-0.287863743357
0.33333	1.1365305	-0.0207231238979	-0.102902058031
0.366663	1.134644	-0.0170072534059	0.265949416184
0.399996	1.1348155	0.00314419810865	0.439358439903
0.433329	1.1348155	0.0244389943899	0.250466467638
0.466662	1.137045	0.0268686020194	-0.133748855519
0.499995	1.137388	0.00814633146332	-0.298820906944
0.533328	1.1375595	-0.00914675813425	-0.0321568931347
0.566661	1.1355015	0.0060025600256	0.246178881886
0.599994	1.1379025	0.0240102401024	0.0971852770292
0.633327	1.1382455	0.0137201372014	-0.113501922805
0.66666	1.1385885	0.00714590479238	-0.106951444574
0.699993	1.138417	0.00643131431314	-0.0708642645004
0.733326	1.139103	0.00514505145051	-0.0830124241291
0.766659	1.1389315	-0.000142918095848	-0.0751518502517
0.799992	1.1389315	-0.00142918095848	-0.0328714907599
0.833325	1.13876	-0.00100042667093	-0.0216761279648
0.866658	1.1389315	-0.00157209905432	-0.0449005507843
0.899991	1.13876	-0.00514505145051	-0.0444241523675
0.933324	1.138417	-0.00457337906712	-0.0401365666162
0.966657	1.1385885	-0.00728882288823	-0.0441859531591
0.99999	1.1379025	-0.00886092194255	-0.0131009564622
1.033323	1.1379025	-0.00800341336747	0.0133391556707
1.066656	1.137388	-0.00743174098407	0.0279884069875
1.099989	1.137388	-0.00585964192975	0.0315613951136
1.133322	1.137045	-0.00571672383391	0.0393028693868
1.166655	1.1368735	-0.00242960762941	0.0278693073834
1.199988	1.137045	-0.00314419810865	0.00142919525045
1.233321	1.136702	-0.00457337906712	0.0287030046128
1.266654	1.1365305	-0.00100042667093	0.0453769492011
1.299987	1.136702	0.00100042667093	-0.011195362795
1.33332	1.136702	-0.000857508575086	-0.0933740896947
1.366653	1.136702	-0.00500213335467	-0.160903565277
1.399986	1.136702	-0.0165784991183	-0.0811068304618
1.433319	1.1351585	-0.0158639086391	0.139942034938
1.466652	1.1351585	-0.00200085334187	0.220096068566
1.499985	1.13533	0.00485921525882	0.128865771747
1.533318	1.135673	0.0062883962173	0.0262019129245
1.566651	1.1358445	0.00400170668373	-0.0107189643782
1.599984	1.1358445	0.00385878858789	0.00571678100172
1.633317	1.136016	0.0057167238339	-0.00464488456389
1.66665	1.136359	0.00443046097128	-0.0357298812607
1.699983	1.136359	0.00185793524602	-0.032990590364
1.733316	1.136359	0.00200085334187	-0.0226289247984
1.766649	1.1365305	0.00142918095848	-0.0371590765112
1.799982	1.1365305	-0.00100042667093	-0.0412084630541
1.833315	1.136359	-0.00128626286263	-0.0410893634498
1.866648	1.1365305	-0.00371587049204	-0.0222716259859
1.899981	1.1361875	-0.0060025600256	0.080034934024
1.933314	1.1358445	-0.00057167238339	0.212950092314
1.966647	1.135673	0.0158639086391	0.136369046812
1.99998	1.1375595	0.0152922362557	-0.117551309348
2.033313	1.1372165	0.000428754287541	-0.181984195221
2.066646	1.137045	-0.00214377143771	-0.0934931892989
2.099979	1.137045	-0.00343003430034	-0.0365635784901
2.133312	1.1368735	-0.00414462477958	0.00857517150259
2.166645	1.136702	-0.00328711620449	0.048830837723
2.199978	1.1365305	0.00057167238339	0.0490690369314
2.233311	1.1368735	0.00128626286263	0.0156020481505
2.266644	1.136702	-0.000142918095848	0.0237008212363
2.299977	1.136702	0.00228668953356	0.0462106464305
2.33331	1.1368735	0.00428754287543	0.0359680804691
2.366643	1.137045	0.00500213335467	0.0141728529001
2.399976	1.1372165	0.00500213335467	-0.00333478891766
2.433309	1.137388	0.00457337906713	-0.00976616754462
2.466642	1.1375595	0.00357295239619	0.00547858179328
2.499975	1.1375595	0.00428754287543	0.0329905903641
2.533308	1.137731	0.00757465907992	0.0141728529001
2.566641	1.1382455	0.00643131431314	-0.0354916820523
2.599974	1.1382455	0.0030012800128	-0.0354916820523
2.633307	1.1382455	0.00400170668373	-0.0369208773027
2.66664	1.1385885	0.0030012800128	-0.104688552094
2.699973	1.1385885	-0.0027154438211	-0.177815709074
2.733306	1.138417	-0.0092896762301	-0.219143271732
2.766639	1.1382455	-0.0218664686647	-0.124459086392
2.799972	1.1365305	-0.0221523048564	0.0890865039434
2.833305	1.136359	-0.0111476114761	0.171979828468
2.866638	1.136016	-0.00528796954636	0.102782958427
