Vernier Format 2
Untitled.cmbl 10/24/2024 11:00:17 .
Latest
Time	Position	Velocity 	Acceleration 	Angle 	Velocity2	Acceleration2
t	x	v 1	acc 1	Angle 2	v 2	acc 2
s	m	m/s	m/s²	rad	rad/s	rad/s²

1.05	0.853384	-0.0469719444444	1.18853734568	0	-0.0387850944888	1.03426918637
1.1	0.8525265	0.0150538888889	1.19944135802	0	0	0.958853724861
1.15	0.8549275	0.0758411111111	1.13391141975	0	0.0387850944888	1.03426918637
1.2	0.860244	0.132150277778	0.981678703704	0	0.126051557088	0.711060065627
1.25	0.8686475	0.1775025	0.742478549383	0.0174532925199	0.135747830711	-0.00538681867899
1.3	0.8785945	0.207419722222	0.460403395062	0.0174532925199	0.0775701889775	0.037707730753
1.35	0.8895705	0.227999722222	0.100994444444	0.0174532925199	0.135747830711	0.199312291123
1.4	0.9029475	0.217614444444	-0.250315895062	0.0349065850399	0.135747830711	-0.199312291123
1.45	0.9118655	0.193699722222	-0.437007407407	0.0349065850399	0.0775701889775	-0.037707730753
1.5	0.9218125	0.173596111111	-0.602367283951	0.0349065850399	0.135747830711	0.010773637358
1.55	0.9300445	0.137104722222	-0.81160787037	0.0523598775598	0.126051557088	-0.673352334874
1.6	0.936047	0.0896563888889	-0.967122376543	0.0523598775598	0.0387850944888	-0.85650416996
1.65	0.939134	0.0369677777778	-1.04810848765	0.0523598775598	0.00969627362219	-0.517134593184
1.7	0.93982	-0.0176263888889	-1.05784799383	0.0523598775598	0	-0.366303670172
1.75	0.937419	-0.0722205555556	-0.983954783951	0.0523598775598	-0.00969627362219	-0.517134593184
1.8	0.932274	-0.119478333333	-0.828599074074	0.0523598775598	-0.0387850944888	-0.85650416996
1.85	0.925071	-0.1569225	-0.622693209877	0.0523598775598	-0.126051557088	-0.673352334874
1.9	0.916153	-0.183123888889	-0.380634722222	0.0349065850399	-0.135747830711	0.016160456037
1.95	0.906206	-0.195700555556	-0.119679475309	0.0349065850399	-0.0775701889775	-3.33452401493E-15
2	0.8960875	-0.195224166667	0.144134104938	0.0349065850399	-0.135747830711	-0.021547274716
2.05	0.8861405	-0.181123055556	0.39831404321	0.0174532925199	-0.126051557088	0.635644604121
2.1	0.877394	-0.153397222222	0.607766358025	0.0174532925199	-0.0387850944888	0.673352334874
2.15	0.870534	-0.117858611111	0.761110648148	0.0174532925199	-0.0193925472444	0.043094549432
2.2	0.865389	-0.0761269444444	0.876714351852	0.0174532925199	-0.0387850944888	-0.447105950357
2.25	0.862645	-0.0283927777778	0.94240308642	0.0174532925199	-0.116355283466	0.021547274716
2.3	0.8624735	0.0211516666667	0.936262962963	0	-0.0872664625997	1.31438375767
2.35	0.8648745	0.0681236111111	0.859246759259	0	0.0872664625997	1.34131785107
2.4	0.869505	0.109474166667	0.722258487654	0.0174532925199	0.116355283466	0.166991379049
2.45	0.8761935	0.141963888889	0.541601234568	0.0174532925199	0.048481368111	-0.156217741691
2.5	0.8840825	0.164544722222	0.331566666667	0.0174532925199	0.048481368111	0.382464126209
2.55	0.8930005	0.176930833333	0.0837385802469	0.0174532925199	0.126051557088	0.350143214135
2.6	0.902433	0.173977222222	-0.181398302469	0.0349065850399	0.126051557088	-0.344756395456
2.65	0.911008	0.156731944444	-0.406200925926	0.0349065850399	0.048481368111	-0.344756395456
2.7	0.9183825	0.131006944444	-0.578653703704	0.0349065850399	0.048481368111	0.339369576777
2.75	0.924385	0.0978502777778	-0.714477469136	0.0349065850399	0.126051557088	0.301661846024
2.8	0.928501	0.0573572222222	-0.790752623457	0.0523598775598	0.126051557088	-0.565615961294
2.85	0.930216	0.0151491666667	-0.788317746914	0.0523598775598	0.0387850944888	-1.00194827429
2.9	0.929873	-0.0244863888889	-0.724799228395	0.0523598775598	0	-0.948080087503
2.95	0.9273005	-0.0558327777778	-0.675201851852	0.0523598775598	-0.0387850944888	-1.00194827429
3	0.9245565	-0.0903233333333	-0.641537037037	0.0523598775598	-0.126051557088	-0.565615961294
3.05	0.9183825	-0.124909166667	-0.51322962963	0.0349065850399	-0.126051557088	0.301661846024
3.1	0.911351	-0.145298611111	-0.308223611111	0.0349065850399	-0.048481368111	0.339369576777
3.15	0.903462	-0.155493333333	-0.0938486111111	0.0349065850399	-0.048481368111	-0.339369576777
3.2	0.8954015	-0.154540555556	0.115233179012	0.0349065850399	-0.126051557088	-0.307048664703
3.25	0.8875125	-0.142726111111	0.297319598765	0.0174532925199	-0.126051557088	0.527908230541
3.3	0.880824	-0.1226225	0.443941512346	0.0174532925199	-0.0387850944888	0.818796439207
3.35	0.875336	-0.100422777778	0.620470061728	0.0174532925199	-0.00969627362219	0.474040043752
3.4	0.8700195	-0.0625975	0.815418981481	0.0174532925199	0	0.183151835086
3.45	0.868476	-0.0129577777778	0.887988888889	0.0174532925199	0	0.037707730753
3.5	0.8689905	0.0327755555556	0.821294444444	0.0174532925199	0	0.010773637358
3.55	0.8720775	0.0716488888889	0.68472962963	0.0174532925199	0	0.037707730753
3.6	0.8765365	0.101185	0.533873148148	0.0174532925199	0	0.183151835086
3.65	0.8823675	0.125099722222	0.376294290123	0.0174532925199	0.00969627362219	0.474040043752
3.7	0.889399	0.140058333333	0.193837345679	0.0174532925199	0.0387850944888	0.813409620528
3.75	0.8967735	0.145108055556	-0.00148209876543	0.0174532925199	0.126051557088	0.490200499789
3.8	0.9043195	0.139867777778	-0.194843055556	0.0349065850399	0.126051557088	-0.490200499789
3.85	0.9111795	0.124432777778	-0.361579166667	0.0349065850399	0.0387850944888	-0.813409620528
3.9	0.9170105	0.102233055556	-0.494068209877	0.0349065850399	0.00969627362219	-0.474040043752
3.95	0.921641	0.0739355555556	-0.598026851852	0.0349065850399	0	-0.183151835086
4	0.9245565	0.0414458333333	-0.673825617284	0.0349065850399	0	-0.037707730753
4.05	0.9259285	0.00552611111111	-0.717706327161	0.0349065850399	0	-0.00538681867899
4.1	0.9252425	-0.0327755555556	-0.70315	0.0349065850399	0	0
4.15	0.9224985	-0.0677425	-0.620946450617	0.0349065850399	0	-0.00538681867899
4.2	0.918211	-0.0966116666667	-0.493327160494	0.0349065850399	0	-0.037707730753
4.25	0.9125515	-0.118144444444	-0.336436419753	0.0349065850399	0	-0.183151835086
4.3	0.9060345	-0.130721111111	-0.165148148148	0.0349065850399	-0.00969627362219	-0.474040043752
4.35	0.8991745	-0.135008611111	0.0142387345679	0.0349065850399	-0.0387850944888	-0.813409620528
4.4	0.892143	-0.129577777778	0.19553117284	0.0349065850399	-0.126051557088	-0.490200499789
4.45	0.8857975	-0.114333333333	0.352210185185	0.0174532925199	-0.126051557088	0.490200499789
4.5	0.880481	-0.0927052777778	0.473212962963	0.0174532925199	-0.0387850944888	0.813409620528
4.55	0.876365	-0.0663133333333	0.572090123457	0.0174532925199	-0.00969627362219	0.474040043752
4.6	0.873621	-0.0346811111111	0.646036265432	0.0174532925199	0	0.183151835086
4.65	0.8727635	-9.52777777778E-05	0.683353395062	0.0174532925199	0	0.043094549432
4.7	0.873621	0.0352527777778	0.67827191358	0.0174532925199	0	0.043094549432
4.75	0.876365	0.0686952777778	0.631744598765	0.0174532925199	0	0.183151835086
4.8	0.8803095	0.1029	0.487187037037	0.0174532925199	0.00969627362219	0.474040043752
4.85	0.887341	0.122717777778	0.235124382716	0.0174532925199	0.0387850944888	0.813409620528
4.9	0.8933435	0.125195	-0.00158796296297	0.0174532925199	0.126051557088	0.490200499789
4.95	0.900032	0.120812222222	-0.192037654321	0.0349065850399	0.126051557088	-0.490200499789
5	0.906206	0.101470833333	-0.285780401235	0.0349065850399	0.0387850944888	-0.813409620528
5.05	0.9098075	0.0872744444444	-0.287103703704	0.0349065850399	0.00969627362219	-0.474040043752
5.1	0.9146095	0.0770797222222	-0.357027006173	0.0349065850399	0	-0.183151835086
5.15	0.918211	0.0544988888889	-0.475753703704	0.0349065850399	0	-0.037707730753
5.2	0.920269	0.0268683333333	-0.549329320988	0.0349065850399	0	-0.00538681867899
5.25	0.920955	-0.00304888888889	-0.565685339506	0.0349065850399	0	0
5.3	0.919926	-0.0320133333333	-0.526250925926	0.0349065850399	0	-0.00538681867899
5.35	0.917525	-0.0563091666667	-0.463791049383	0.0349065850399	0	-0.037707730753
5.4	0.9142665	-0.0787947222222	-0.384445833333	0.0349065850399	0	-0.183151835086
5.45	0.9094645	-0.0964211111111	-0.268947993827	0.0349065850399	-0.00969627362219	-0.474040043752
5.5	0.9043195	-0.106806388889	-0.127831018519	0.0349065850399	-0.0387850944888	-0.813409620528
5.55	0.8984885	-0.109664722222	0.0253544753086	0.0349065850399	-0.126051557088	-0.490200499789
5.6	0.8930005	-0.103948055556	0.172929166667	0.0174532925199	-0.126051557088	0.490200499789
5.65	0.8878555	-0.0917525	0.306318055556	0.0174532925199	-0.0387850944888	0.813409620528
5.7	0.883568	-0.0728875	0.423986111111	0.0174532925199	-0.00969627362219	0.474040043752
5.75	0.8803095	-0.0481152777778	0.508571604938	0.0174532925199	0	0.183151835086
5.8	0.8785945	-0.0196272222222	0.539272222222	0.0174532925199	0	0.037707730753
5.85	0.878423	0.00781277777778	0.522281018519	0.0174532925199	0	0.010773637358
5.9	0.879452	0.0334425	0.478876697531	0.0174532925199	0	0.037707730753
5.95	0.881853	0.056595	0.41075308642	0.0174532925199	0	0.183151835086
6	0.885283	0.07546	0.318333641975	0.0174532925199	0.00969627362219	0.474040043752
6.05	0.8895705	0.0895611111111	0.19981867284	0.0174532925199	0.0387850944888	0.813409620528
6.1	0.894544	0.0963258333333	0.0625657407407	0.0174532925199	0.126051557088	0.490200499789
6.15	0.8995175	0.0954683333333	-0.0683882716049	0.0349065850399	0.126051557088	-0.490200499789
6.2	0.9043195	0.0887036111111	-0.183197993827	0.0349065850399	0.0387850944888	-0.813409620528
6.25	0.908607	0.0763175	-0.280328395062	0.0349065850399	0.00969627362219	-0.474040043752
6.3	0.912037	0.0606919444444	-0.371847993827	0.0349065850399	0	-0.183151835086
6.35	0.9149525	0.0390638888889	-0.453575154321	0.0349065850399	0	-0.037707730753
6.4	0.916153	0.0130530555556	-0.486657716049	0.0349065850399	0	-0.00538681867899
6.45	0.916153	-0.0116238888889	-0.472736574074	0.0349065850399	0	0
6.5	0.9149525	-0.0351575	-0.428908796296	0.0349065850399	0	-0.00538681867899
6.55	0.9125515	-0.0559280555556	-0.351839660494	0.0349065850399	0	-0.037707730753
6.6	0.9091215	-0.0713630555556	-0.251321604938	0.0349065850399	0	-0.183151835086
6.65	0.905177	-0.0809861111111	-0.146833641975	0.0349065850399	-0.00969627362219	-0.474040043752
6.7	0.9008895	-0.0863216666667	-0.0363114197531	0.0349065850399	-0.0387850944888	-0.813409620528
6.75	0.896259	-0.0849877777778	0.0795569444444	0.0349065850399	-0.126051557088	-0.490200499789
6.8	0.892143	-0.0776513888889	0.182033487654	0.0174532925199	-0.126051557088	0.490200499789
6.85	0.88837	-0.0664086111111	0.274876388889	0.0174532925199	-0.0387850944888	0.813409620528
6.9	0.885283	-0.0499255555556	0.35755632716	0.0174532925199	-0.00969627362219	0.474040043752
6.95	0.883225	-0.0297266666667	0.416575617284	0.0174532925199	0	0.183151835086
7	0.882196	-0.00686	0.442088888889	0.0174532925199	0	0.037707730753
7.05	0.882539	0.0161019444444	0.430179166667	0.0174532925199	0	0.010773637358
7.1	0.883911	0.0370630555556	0.392226851852	0.0174532925199	0	0.037707730753
7.15	0.886312	0.0559280555556	0.332837037037	0.0174532925199	0	0.183151835086
7.2	0.8895705	0.0721252777778	0.235071450617	0.0174532925199	0.00969627362219	0.474040043752
7.25	0.893858	0.0808908333333	0.10761095679	0.0174532925199	0.0387850944888	0.813409620528
7.3	0.897974	0.08232	-0.0122273148148	0.0174532925199	0.126051557088	0.490200499789
7.35	0.9022615	0.0787947222222	-0.115286111111	0.0349065850399	0.126051557088	-0.490200499789
7.4	0.9060345	0.0704102777778	-0.206488117284	0.0349065850399	0.0387850944888	-0.813409620528
7.45	0.9094645	0.0579288888889	-0.288056481481	0.0349065850399	0.00969627362219	-0.474040043752
7.5	0.912037	0.0406836111111	-0.347552160494	0.0349065850399	0	-0.183151835086
7.55	0.9135805	0.0219138888889	-0.378729166667	0.0349065850399	0	-0.037707730753
7.6	0.9142665	0.00200083333333	-0.388997993827	0.0349065850399	0	-0.00538681867899
7.65	0.913752	-0.0174358333333	-0.384022376543	0.0349065850399	0	0
7.7	0.9125515	-0.0370630555556	-0.360255864198	0.0349065850399	0	-0.00538681867899
7.75	0.909979	-0.05488	-0.303830246914	0.0349065850399	0	-0.037707730753
7.8	0.906892	-0.0686	-0.219138888889	0.0349065850399	0	-0.183151835086
7.85	0.9029475	-0.0777466666667	-0.111739660494	0.0349065850399	-0.00969627362219	-0.474040043752
7.9	0.8988315	-0.0801286111111	0.00455216049383	0.0349065850399	-0.0387850944888	-0.813409620528
7.95	0.8947155	-0.0768891666667	0.113856944444	0.0349065850399	-0.126051557088	-0.490200499789
8	0.8909425	-0.0684094444444	0.215063117284	0.0174532925199	-0.126051557088	0.490200499789
8.05	0.887684	-0.0549752777778	0.303724382716	0.0174532925199	-0.0387850944888	0.813409620528
8.1	0.885283	-0.0374441666667	0.372694907407	0.0174532925199	-0.00969627362219	0.474040043752
8.15	0.8837395	-0.0159113888889	0.40043132716	0.0174532925199	0	0.183151835086
8.2	0.8837395	0.00495444444444	0.378887962963	0.0174532925199	0	0.043094549432
8.25	0.8844255	0.022295	0.344005709877	0.0174532925199	0	0.043094549432
8.3	0.885969	0.0389686111111	0.309282253086	0.0174532925199	0	0.183151835086
8.35	0.88837	0.0539272222222	0.257302932099	0.0174532925199	0.00969627362219	0.474040043752
8.4	0.891457	0.0661227777778	0.176105092593	0.0174532925199	0.0387850944888	0.813409620528
8.45	0.89523	0.0726016666667	0.0736814814815	0.0174532925199	0.126051557088	0.490200499789
8.5	0.899003	0.0727922222222	-0.0184733024691	0.0349065850399	0.126051557088	-0.490200499789
8.55	0.9026045	0.0697433333333	-0.0942191358025	0.0349065850399	0.0387850944888	-0.813409620528
8.6	0.9060345	0.0641219444444	-0.181133641975	0.0349065850399	0.00969627362219	-0.474040043752
8.65	0.909293	0.0524027777778	-0.277946450617	0.0349065850399	0	-0.183151835086
8.7	0.9115225	0.0351575	-0.349140123457	0.0349065850399	0	-0.037707730753
8.75	0.9128945	0.0155302777778	-0.377511728395	0.0349065850399	0	-0.00538681867899
8.8	0.913066	-0.00419222222222	-0.36745462963	0.0349065850399	0	0
8.85	0.91238	-0.0219138888889	-0.336012962963	0.0349065850399	0	0
8.9	0.9108365	-0.0383016666667	-0.288638734568	0.0349065850399	0	-0.00538681867899
8.95	0.9084355	-0.0516405555556	-0.221573765432	0.0349065850399	0	-0.037707730753
9	0.90552	-0.0611683333333	-0.140005401235	0.0349065850399	0	-0.183151835086
9.05	0.90209	-0.0655511111111	-0.058437037037	0.0349065850399	-0.00969627362219	-0.474040043752
9.1	0.8988315	-0.0663133333333	0.0123331790123	0.0349065850399	-0.0387850944888	-0.813409620528
9.15	0.8954015	-0.0646936111111	0.0895611111111	0.0349065850399	-0.126051557088	-0.490200499789
9.2	0.892143	-0.0580241666667	0.177428395062	0.0174532925199	-0.126051557088	0.490200499789
9.25	0.889399	-0.0465908333333	0.257197067901	0.0174532925199	-0.0387850944888	0.813409620528
9.3	0.887341	-0.0314416666667	0.316375154321	0.0174532925199	-0.00969627362219	0.474040043752
9.35	0.8861405	-0.01372	0.34686404321	0.0174532925199	0	0.183151835086
9.4	0.885969	0.00447805555556	0.347763888889	0.0174532925199	0	0.043094549432
9.45	0.886655	0.0214375	0.331249074074	0.0174532925199	0	0.043094549432
9.5	0.888027	0.0389686111111	0.282922067901	0.0174532925199	0	0.183151835086
9.55	0.890771	0.0517358333333	0.195584104938	0.0174532925199	0.00969627362219	0.474040043752
9.6	0.893515	0.0580241666667	0.112163117284	0.0174532925199	0.0387850944888	0.813409620528
9.65	0.896602	0.0622163888889	0.0385345679012	0.0174532925199	0.126051557088	0.490200499789
9.7	0.8998605	0.0626927777778	-0.0467390432099	0.0349065850399	0.126051557088	-0.490200499789
9.75	0.903119	0.0578336111111	-0.13335712963	0.0349065850399	0.0387850944888	-0.813409620528
9.8	0.905863	0.04802	-0.192709891975	0.0349065850399	0.00969627362219	-0.474040043752
9.85	0.907921	0.0370630555556	-0.217556219136	0.0349065850399	0	-0.183151835086
9.9	0.909636	0.0254963333333	-0.22125087963	0.0349065850399	0	-0.0420171856962
9.95	0.9104935	0.0138629166667	-0.203809753086	0.0349065850399	0	-0.00808022801849
10	0.9104935	0.00571666666667	-0.18222404321	0.0349065850399	0	0
