Vernier Format 2
Untitled.cmbl 10/24/2024 12:31:47 .
Latest
Time	Position	Velocity 1	Acceleration 1	Angle 2	Velocity 2	Acceleration 2
t	x	v 1	acc 1	Angle 2	v 2	acc 2
s	m	m/s	m/s²	rad	rad/s	rad/s²

0.05	0.808794	-0.402072222222	1.29629651235	-0.13962634016	-0.135747830711	18.5565129854
0.1	0.7870135	-0.348383194444	1.61626575617	-0.174532925199	0.688435427176	21.0689252173
0.15	0.770035	-0.261080166667	2.05744421296	-0.12217304764	1.85004900711	23.5231598074
0.2	0.7592305	-0.141582777778	2.46617529321	0	3.1900740217	23.1999506867
0.25	0.7554575	-0.00314416666667	2.66042550926	0.209439510239	4.36332312999	18.9809942973
0.3	0.7588875	0.135770833333	2.58537308642	0.453785605519	5.13902501976	13.3011326822
0.35	0.7695205	0.263157222222	2.31048611111	0.733038285838	5.65292752174	8.18257757339
0.4	0.7859845	0.371488055556	1.90904907407	1.02974425868	5.90503063591	4.08320855868
0.45	0.8075935	0.456666388889	1.43281898148	1.32645023152	6.04077846662	0.414785038283
0.5	0.8326325	0.516405555556	0.908473611111	1.64060949687	5.99229709851	-4.13707674547
0.55	0.860244	0.5496575	0.334477932099	1.93731546971	5.66262379536	-9.47002723767
0.6	0.8888845	0.551086666667	-0.268365740741	2.21656815003	5.07115110441	-15.2931782297
0.65	0.916496	0.522693888889	-0.866657253086	2.46091424531	4.11122001581	-20.6422891779
0.7	0.9423925	0.463335833333	-1.43022530864	2.63544717051	2.93797090752	-24.6554690938
0.75	0.9640015	0.375489722222	-1.895075	2.75762021815	1.63867024215	-28.2484771526
0.8	0.980637	0.268683333333	-2.23442268519	2.80998009571	0.106659009844	-31.2866428876
0.85	0.9914415	0.147299444444	-2.44466898148	2.77507351067	-1.57079632679	-32.3909407168
0.9	0.995729	0.0180075	-2.50082993827	2.65290046303	-3.24825166343	-30.7964423878
0.95	0.9931565	-0.109569444444	-2.39872391975	2.44346095279	-4.7608703485	-26.5570160874
1	0.9842385	-0.225808333333	-2.18943040123	2.16420827247	-5.97290455127	-20.5183923483
1.05	0.9701755	-0.330709166667	-1.90973719136	1.83259571459	-6.84556917727	-13.3970180547
1.1	0.9506245	-0.420651388889	-1.53995354938	1.46607657168	-7.34977540562	-5.21444048127
1.15	0.927129	-0.487441111111	-1.10003487654	1.08210413624	-7.43704186822	4.45489904753
1.2	0.901061	-0.532316944444	-0.607237037037	0.698131700798	-6.94253191349	14.8622327353
1.25	0.872935	-0.5513725	-0.0429808641975	0.366519142919	-5.91472690954	24.3645808851
1.3	0.8446375	-0.538891111111	0.567961419753	0.0872664625997	-4.4118044981	31.5182760908
1.35	0.817712	-0.493634166667	1.16307700617	-0.0872664625997	-2.60829760437	35.0304818695
1.4	0.7942165	-0.420270277778	1.70383132716	-0.174532925199	-0.756309342531	34.9335191333
1.45	0.7746655	-0.320895555556	2.17291558642	-0.157079632679	0.979323635841	32.3101384366
1.5	0.761117	-0.197796666667	2.5124220679	-0.0698131700798	2.53072741539	28.0814857736
1.55	0.7544285	-0.0624069444444	2.67878765432	0.10471975512	3.84942062801	22.4522602541
1.6	0.7547715	0.0764127777778	2.67926404321	0.331612557879	4.78995916936	16.445957427
1.65	0.762146	0.212278888889	2.50548796296	0.593411945678	5.46869832292	10.8975341876
1.7	0.776552	0.334139166667	2.1565066358	0.890117918517	5.8565492678	5.8716323601
1.75	0.796446	0.433799722222	1.66524382716	1.18682389136	6.031082193	1.42750694993
1.8	0.821142	0.503924166667	1.08960725309	1.50098315672	6.00199337214	-2.97891072948
1.85	0.8480675	0.543083333333	0.494015277778	1.79768912955	5.72080143709	-7.2075633925
1.9	0.8765365	0.553373333333	-0.103111728395	2.07694180987	5.29416539772	-11.7324910829
1.95	0.9046625	0.532316944444	-0.683194598765	2.33874119767	4.5863374233	-16.9361579268
2	0.930902	0.4827725	-1.20997484568	2.54818070791	3.58762124021	-21.9243520235
2.05	0.953883	0.408551111111	-1.66815509259	2.70526034059	2.36589076381	-26.2930619722
2.1	0.9725765	0.313178055556	-2.04794290123	2.79252680319	0.940538541353	-29.9130041245
2.15	0.9859535	0.199606944444	-2.31847885802	2.80998009571	-0.698131700798	-31.7768433874
2.2	0.992985	0.0751741666667	-2.44048734568	2.72271363311	-2.35619449019	-31.044236047
2.25	0.9934995	-0.0506877777778	-2.41005138889	2.56563400043	-3.84942062801	-28.7763853832
2.3	0.9876685	-0.170737777778	-2.25279012346	2.33874119767	-5.29416539772	-24.7578186487
2.35	0.9760065	-0.279926111111	-1.99416388889	2.02458193231	-6.44802195876	-18.0242952999
2.4	0.959028	-0.373107777778	-1.66047993827	1.67551608191	-7.1655462068	-9.55621633654
2.45	0.9379335	-0.447424444444	-1.28069212963	1.29154364648	-7.44673814184	0.016160456037
2.5	0.9135805	-0.502780833333	-0.851995061728	0.907571211037	-7.1655462068	9.68011316615
2.55	0.8868265	-0.5359375	-0.345540740741	0.558505360638	-6.44802195876	18.659939904
2.6	0.858872	-0.540891944444	0.239147222222	0.244346095279	-5.26507657685	26.6378183676
2.65	0.831432	-0.513547222222	0.858293981481	0.0174532925199	-3.7136727973	32.6548948321
2.7	0.8062215	-0.453712777778	1.44663425926	-0.13962634016	-1.88107708271	35.7146078417
2.75	0.7849555	-0.365676111111	1.95435895062	-0.174532925199	0.0387850944888	34.7072727488
2.8	0.768663	-0.253248333333	2.33790493827	-0.12217304764	1.69684788388	30.9041787614
2.85	0.759059	-0.125766666667	2.57070030864	0	3.18037774808	25.5820019065
